XDistance (m) (Distance  m)mm Left rail  vertical irregularities (mm);Distance (m) (Distance  m)mm Right rail  vertical irregularities (mm);Distance (m) (Distance  m)mm Left rail  horizontal irregularities (mm);Distance (m) (Distance  m)mm Right rail  horizontal irregularities (mm);
891;-0.03918789;-0.024931801;-0.025721019;-0.034085415
891.09998;-0.038160153;-0.023113772;-0.02662836;-0.034568988
891.20001;-0.037073538;-0.02127452;-0.027496655;-0.035160545
891.29999;-0.035916202;-0.01948148;-0.028207529;-0.035895351
891.40002;-0.0347187;-0.017799366;-0.028674349;-0.036776744
891.5;-0.033550151;-0.016278982;-0.028868105;-0.037775371
891.59998;-0.032501221;-0.01494926;-0.028825466;-0.038837288
891.70001;-0.031658322;-0.013814801;-0.02863726;-0.039898001
891.79999;-0.031076498;-0.012859771;-0.028421821;-0.040897846
891.90002;-0.030759286;-0.012057152;-0.028292254;-0.041794002
892;-0.030652124;-0.011380907;-0.028327867;-0.042565666
892.09998;-0.03065202;-0.010817748;-0.02855818;-0.043211371
892.20001;-0.030631382;-0.010375274;-0.028963078;-0.043739926
892.29999;-0.030469779;-0.010084281;-0.0294875;-0.044158563
892.40002;-0.030084919;-0.009994477;-0.030064333;-0.044462562
892.5;-0.029454395;-0.010164553;-0.030637164;-0.044629987
892.59998;-0.028622445;-0.01064891;-0.031175384;-0.044623397
892.70001;-0.027690377;-0.011484129;-0.031677425;-0.044398002
892.79999;-0.026793871;-0.012678261;-0.032162346;-0.043913733
892.90002;-0.026073903;-0.014205301;-0.032654043;-0.043147366
893;-0.025649291;-0.016006;-0.03316455;-0.042100899
893.09998;-0.025597712;-0.017994784;-0.033682797;-0.04080373
893.20001;-0.025948878;-0.020071244;-0.034172669;-0.039308008
893.29999;-0.026689574;-0.022133844;-0.034580719;-0.037678722
893.40002;-0.027776692;-0.024093054;-0.03485034;-0.035981636
893.5;-0.029152542;-0.025881499;-0.034937181;-0.034272771
893.59998;-0.03075684;-0.027459372;-0.034820348;-0.032592375
893.70001;-0.032531906;-0.028814521;-0.034505866;-0.03096481
893.79999;-0.034420785;-0.029957745;-0.034021769;-0.029403813
893.90002;-0.036360968;-0.030914798;-0.0334072;-0.027920717
894;-0.038278259;-0.031717267;-0.032699838;-0.026532199
894.09998;-0.040085301;-0.032394495;-0.031926237;-0.025264263
894.20001;-0.041687429;-0.032968383;-0.031098239;-0.024150277
894.29999;-0.042995624;-0.033451907;-0.030216187;-0.023222867
894.40002;-0.043943208;-0.033851113;-0.029277153;-0.022501731
894.5;-0.04450123;-0.034169592;-0.028284492;-0.021980897
894.59998;-0.044687141;-0.034413502;-0.027254922;-0.021619916
894.70001;-0.044563122;-0.034595337;-0.026220223;-0.021342648
894.79999;-0.044223584;-0.034735013;-0.025222827;-0.021045644
894.90002;-0.043774672;-0.034857839;-0.024306795;-0.020615514
895;-0.043311264;-0.034989916;-0.023507193;-0.01995201
895.09998;-0.042897906;-0.035152577;-0.022841437;-0.018991586
895.20001;-0.042558845;-0.035357621;-0.022305273;-0.017725458
895.29999;-0.042279884;-0.035605296;-0.021874497;-0.016207073
895.40002;-0.042020828;-0.035885822;-0.021511653;-0.014546249
895.5;-0.041734457;-0.036184322;-0.021175446;-0.01289043
895.59998;-0.041385777;-0.036487762;-0.02083018;-0.011396924
895.70001;-0.040965654;-0.036791727;-0.02045279;-0.010202402
895.79999;-0.040494777;-0.037104774;-0.020036226;-0.009397002
895.90002;-0.040017158;-0.037448645;-0.019589115;-0.009009272
896;-0.039585717;-0.037853815;-0.019132707;-0.009005596
896.09998;-0.039245114;-0.038351458;-0.018696465;-0.009303917
896.20001;-0.039017562;-0.038963813;-0.018313512;-0.009797794
896.29999;-0.03889649;-0.039695878;-0.018016657;-0.010384085
896.40002;-0.038850088;-0.040530935;-0.017835071;-0.010986615
896.5;-0.038833622;-0.041431539;-0.017791497;-0.011569489
896.59998;-0.038806535;-0.042346049;-0.017899876;-0.012136785
896.70001;-0.038748644;-0.043219056;-0.018163681;-0.012719505
896.79999;-0.038670331;-0.044003248;-0.018575471;-0.01335445
896.90002;-0.038613185;-0.044669423;-0.019118274;-0.014062188
897;-0.038640786;-0.045212165;-0.019768931;-0.014831509
897.09998;-0.038822275;-0.045649879;-0.020502783;-0.015615813
897.20001;-0.039213464;-0.046019442;-0.021298323;-0.016343063
897.29999;-0.039840966;-0.046367321;-0.022139996;-0.016936611
897.40002;-0.040693607;-0.046739768;-0.023017649;-0.017340649
897.5;-0.041723259;-0.047175005;-0.02392211;-0.017542247
897.59998;-0.042854182;-0.047699139;-0.024837978;-0.017582765
897.70001;-0.043997776;-0.048326489;-0.025736015;-0.017554406
897.79999;-0.045068305;-0.049063191;-0.026568467;-0.017582139
897.90002;-0.045995578;-0.049911954;-0.027270207;-0.017795619
898;-0.046731994;-0.050875403;-0.027767109;-0.018298835
898.09998;-0.047253784;-0.051955964;-0.027990721;-0.019146055
898.20001;-0.04755811;-0.053151622;-0.027895898;-0.020330768
898.29999;-0.047658965;-0.054448541;-0.027476313;-0.021790517
898.40002;-0.047584493;-0.05581313;-0.026772739;-0.023425937
898.5;-0.047377035;-0.057186872;-0.025870372;-0.025128081
898.59998;-0.047095116;-0.058486991;-0.024884533;-0.02680606
898.70001;-0.046814896;-0.059614807;-0.023937508;-0.028407058
898.79999;-0.046627969;-0.06047146;-0.023132253;-0.029923575
898.90002;-0.046632893;-0.060978144;-0.022530066;-0.031386636
899;-0.046920244;-0.061096519;-0.022138663;-0.032848082
899.09998;-0.047553521;-0.06084374;-0.021914355;-0.034358032
899.20001;-0.048550848;-0.060297441;-0.021778066;-0.035944711
899.29999;-0.049873494;-0.059587996;-0.02164093;-0.037602529
899.40002;-0.051426355;-0.058878258;-0.021432402;-0.039291315
899.5;-0.05307281;-0.058334466;-0.021122985;-0.04094588
899.59998;-0.054662097;-0.058094371;-0.020735316;-0.042491958
899.70001;-0.05606338;-0.05824009;-0.0203407;-0.043862842
899.79999;-0.057197642;-0.058782309;-0.020042438;-0.045011461
899.90002;-0.058058355;-0.059660204;-0.01995096;-0.04591462
900;-0.058714263;-0.060757659;-0.020157959;-0.046569172
900.09998;-0.059292249;-0.06193221;-0.020716548;-0.046982571
900.20001;-0.05994416;-0.063049793;-0.021632396;-0.047162332
900.29999;-0.060806256;-0.064016663;-0.022867221;-0.047108572
900.40002;-0.061962672;-0.06480033;-0.024352398;-0.046812788
900.5;-0.063423425;-0.065434001;-0.026007606;-0.046263278
900.59998;-0.065123513;-0.06600333;-0.027758464;-0.045455173
900.70001;-0.06694334;-0.06661886;-0.029548045;-0.044401441
900.79999;-0.068744406;-0.067381784;-0.031339504;-0.043140672
900.90002;-0.070409305;-0.068352297;-0.033110175;-0.041738629
901;-0.071873628;-0.069529407;-0.034840297;-0.040282592
901.09998;-0.073140137;-0.070848323;-0.036500972;-0.038869739
901.20001;-0.074270934;-0.072196268;-0.038046025;-0.037592672
901.29999;-0.075360626;-0.073442981;-0.039410926;-0.036525838
901.40002;-0.076499723;-0.074477434;-0.04051948;-0.03571602
901.5;-0.077740774;-0.075240798;-0.041296642;-0.035178754
901.59998;-0.079079039;-0.075746179;-0.041683841;-0.034900632
901.70001;-0.080454692;-0.076079421;-0.041652605;-0.034845944
901.79999;-0.081776477;-0.076380514;-0.041212842;-0.034965385
901.90002;-0.082959138;-0.076810166;-0.040413648;-0.035204478
902;-0.083962254;-0.077511013;-0.039336592;-0.035510302
902.09998;-0.084816687;-0.078573592;-0.038083237;-0.035835981
902.20001;-0.085628808;-0.080016755;-0.036759868;-0.036143236
902.29999;-0.086559139;-0.081787027;-0.035462838;-0.036403742
902.40002;-0.0877809;-0.083776996;-0.034267221;-0.036599677
902.5;-0.089430138;-0.08585649;-0.033220667;-0.036723658
902.59998;-0.091562815;-0.087907299;-0.032342676;-0.036777541
902.70001;-0.094132192;-0.089851178;-0.031628489;-0.036769666
902.79999;-0.096993931;-0.09166307;-0.031055998;-0.036710639
902.90002;-0.099937938;-0.093366295;-0.030593533;-0.036608044
903;-0.10273755;-0.095011897;-0.030206941;-0.036461748
903.09998;-0.10520168;-0.096649446;-0.029864669;-0.036261342
903.20001;-0.1072146;-0.098298937;-0.029540407;-0.035987083
903.29999;-0.10875234;-0.099933214;-0.029213674;-0.035614721
903.40002;-0.10987231;-0.10147704;-0.028869048;-0.03512314
903.5;-0.11068118;-0.1028235;-0.028495142;-0.03450257
903.59998;-0.11129274;-0.10386316;-0.028084148;-0.0337606
903.70001;-0.11179015;-0.10451706;-0.027632341;-0.032923579
903.79999;-0.11220441;-0.10476334;-0.027141433;-0.032032523
903.90002;-0.11251536;-0.10464891;-0.026619937;-0.031134363
904;-0.11267285;-0.10428208;-0.0260836;-0.030271297
904.09998;-0.11262938;-0.10380764;-0.025553899;-0.029471854
904.20001;-0.11237137;-0.10337115;-0.025054248;-0.028746892
904.29999;-0.11193733;-0.10308255;-0.024604352;-0.028092273
904.40002;-0.11141613;-0.10298935;-0.024214033;-0.027497437
904.5;-0.11092585;-0.10306703;-0.023878464;-0.026956886
904.59998;-0.11058062;-0.10322919;-0.023576707;-0.026480103
904.70001;-0.11045729;-0.10335436;-0.023274807;-0.026095627
904.79999;-0.11057385;-0.10332163;-0.022933366;-0.025846722
904.90002;-0.11088706;-0.10304528;-0.022517946;-0.025778962
905;-0.1113102;-0.10249877;-0.022009498;-0.025923211
905.09998;-0.11174469;-0.10172243;-0.021411425;-0.026279518
905.20001;-0.11211414;-0.10081352;-0.020750549;-0.026808005
905.29999;-0.11238903;-0.099902868;-0.020070877;-0.027431095
905.40002;-0.11259308;-0.0991254;-0.01942125;-0.028048135
905.5;-0.11278933;-0.09859322;-0.018840194;-0.028559513
905.59998;-0.11305092;-0.098378226;-0.018342491;-0.028893931
905.70001;-0.11342725;-0.098507762;-0.017912034;-0.029030945
905.79999;-0.11391769;-0.098972328;-0.017503791;-0.029011613
905.90002;-0.11446285;-0.099741012;-0.017055113;-0.028933104
906;-0.1149568;-0.10077791;-0.016503481;-0.028927648
906.09998;-0.11527671;-0.10205349;-0.01580561;-0.029130645
906.20001;-0.11531994;-0.1035473;-0.014951978;-0.029646073
906.29999;-0.11503612;-0.10524159;-0.013972073;-0.030518174
906.40002;-0.11444298;-0.10710939;-0.012928455;-0.031716838
906.5;-0.11362074;-0.10910226;-0.011901336;-0.033140361
906.59998;-0.11268643;-0.1111436;-0.010968466;-0.034634572
906.70001;-0.11175689;-0.11313123;-0.010186886;-0.036023229
906.79999;-0.11091251;-0.11495014;-0.009582377;-0.037141796
906.90002;-0.11017366;-0.11649221;-0.009149955;-0.037866652
907;-0.10949731;-0.11767812;-0.008864793;-0.038133398
907.09998;-0.10879445;-0.11847433;-0.008699214;-0.03794153
907.20001;-0.10796217;-0.11890064;-0.008639079;-0.037346207
907.29999;-0.10691952;-0.11902528;-0.008692875;-0.036440998
907.40002;-0.1056356;-0.11894898;-0.00888935;-0.035336845
907.5;-0.10414113;-0.11878229;-0.009263707;-0.03414236
907.59998;-0.10252088;-0.11862211;-0.009836736;-0.032949045
907.70001;-0.1008904;-0.11853381;-0.010594466;-0.031822897
907.79999;-0.099365868;-0.11854325;-0.011476333;-0.030801997
907.90002;-0.0980369;-0.11863991;-0.012377609;-0.029898487
908;-0.096950851;-0.11878918;-0.013167188;-0.029103145
908.09998;-0.096112132;-0.11894943;-0.01371657;-0.028391298
908.20001;-0.09549471;-0.11908828;-0.013931623;-0.027729493
908.29999;-0.095061332;-0.11919317;-0.013777161;-0.027082831
908.40002;-0.094781436;-0.11927376;-0.013286164;-0.026422814
908.5;-0.094640903;-0.11935603;-0.012550041;-0.025734905
908.59998;-0.094640739;-0.11947072;-0.011692438;-0.025024287
908.70001;-0.094786428;-0.11964022;-0.010834483;-0.024317836
908.79999;-0.095073685;-0.11986838;-0.010062339;-0.023660699
908.90002;-0.095477462;-0.1201359;-0.009407306;-0.023106951
909;-0.095949911;-0.12040275;-0.008844665;-0.022705622
909.09998;-0.096429214;-0.12061617;-0.00831124;-0.022485135
909.20001;-0.096856572;-0.12072165;-0.007735413;-0.022440366
909.29999;-0.097195163;-0.1206733;-0.007069103;-0.022526469
909.40002;-0.097443916;-0.12044098;-0.006310524;-0.022662219
909.5;-0.097640052;-0.1200125;-0.005509674;-0.022743158
909.59998;-0.097848676;-0.11939115;-0.004754377;-0.022662073
909.70001;-0.098142169;-0.11859028;-0.004141358;-0.02233196
909.79999;-0.098575853;-0.11762698;-0.003742073;-0.02170562
909.90002;-0.099168122;-0.11651736;-0.003574881;-0.020786721
910;-0.099891677;-0.11527452;-0.003593234;-0.019629182
910.09998;-0.10067888;-0.11390951;-0.003694272;-0.018324859
910.20001;-0.10143945;-0.11243416;-0.003745505;-0.016982585
910.29999;-0.10208494;-0.11086464;-0.003621399;-0.01570373
910.40002;-0.10255188;-0.10922376;-0.003238482;-0.01456022
910.5;-0.10281707;-0.10754182;-0.002578273;-0.013579998
910.59998;-0.10290051;-0.10585523;-0.001691489;-0.012742795
910.70001;-0.10285655;-0.10420404;-0.000683083;-0.011986338
910.79999;-0.10275725;-0.10262913;0.000316214;-0.011220744
910.90002;-0.10267377;-0.10116982;0.001182347;-0.010347277
911;-0.10266187;-0.099862285;0.001824297;-0.00927732
911.09998;-0.10275484;-0.098738492;0.002197139;-0.007948132
911.20001;-0.10296392;-0.097824737;0.002299639;-0.006333296
911.29999;-0.10328358;-0.097139508;0.002159659;-0.004447228
911.40002;-0.10369752;-0.096690349;0.001814512;-0.002344166
911.5;-0.10418183;-0.096470214;0.001294312;-0.000112604
911.59998;-0.10470419;-0.096454814;0.000614391;0.002133845
911.70001;-0.10522087;-0.096602343;-0.000221401;0.004268326
911.79999;-0.10567489;-0.096856683;-0.001209245;0.006164551
911.90002;-0.10599951;-0.097154647;-0.002331812;0.007711482
912;-0.10612879;-0.097435832;-0.003549413;0.008827276
912.09998;-0.1060141;-0.097653523;-0.004800581;0.009470325
912.20001;-0.10564207;-0.097783655;-0.006012912;0.009645097
912.29999;-0.1050472;-0.09782929;-0.00712068;0.009400925
912.40002;-0.10431315;-0.097819492;-0.008082816;0.008823164
912.5;-0.10355948;-0.097802401;-0.008894355;0.008017893
912.59998;-0.10291543;-0.097834356;-0.009586705;0.00709304
912.70001;-0.1024872;-0.097967915;-0.010216166;0.006140075
912.79999;-0.10232825;-0.09824191;-0.010844491;0.005220477
912.90002;-0.10242224;-0.098675802;-0.011518295;0.004360137
913;-0.10268521;-0.099269405;-0.012254573;0.003552809
913.09998;-0.10298736;-0.10000684;-0.013037305;0.002771225
913.20001;-0.10318924;-0.10086275;-0.013825976;0.001982435
913.29999;-0.10318148;-0.10180764;-0.014572341;0.001162823
913.40002;-0.10291611;-0.10281018;-0.015238682;0.000308561
913.5;-0.10241977;-0.10383562;-0.015810298;-0.000561204
913.59998;-0.10178454;-0.10484103;-0.016297258;-0.001408766
913.70001;-0.10113935;-0.10577039;-0.016724763;-0.002187939
913.79999;-0.10061091;-0.10655218;-0.017116074;-0.002856283
913.90002;-0.10028671;-0.10710295;-0.017475156;-0.003385627
914;-0.10019123;-0.10733737;-0.017776731;-0.00376801
914.09998;-0.10028249;-0.10718383;-0.01796888;-0.004015983
914.20001;-0.10046896;-0.10660214;-0.017988741;-0.004158236
914.29999;-0.10064025;-0.10559836;-0.017786738;-0.004232979
914.40002;-0.10070093;-0.10423207;-0.017351046;-0.004281892
914.5;-0.100596;-0.10261286;-0.016723333;-0.004346759
914.59998;-0.10032036;-0.10088573;-0.015999155;-0.004469226
914.70001;-0.099910229;-0.099207789;-0.015311553;-0.004692503
914.79999;-0.099421009;-0.097721815;-0.014802027;-0.005062511
914.90002;-0.098900631;-0.096532583;-0.014587741;-0.005626014
915;-0.098368712;-0.095691942;-0.014735274;-0.006424249
915.09998;-0.097809024;-0.095195755;-0.015249388;-0.007482583
915.20001;-0.097177863;-0.094992884;-0.016080311;-0.008798758
915.29999;-0.096424572;-0.095002919;-0.01714683;-0.010333723
915.40002;-0.095516242;-0.095137239;-0.018367194;-0.012009178
915.5;-0.094456978;-0.095317371;-0.019687127;-0.013714559
915.59998;-0.093294203;-0.095485598;-0.021095352;-0.015323738
915.70001;-0.092109568;-0.095605977;-0.022621261;-0.016718602
915.79999;-0.090997584;-0.095656708;-0.02431564;-0.017814351
915.90002;-0.090039752;-0.095617965;-0.026221175;-0.018580113
916;-0.089283571;-0.095460489;-0.028343046;-0.019049175
916.09998;-0.088733897;-0.095139936;-0.030630089;-0.01931553
916.20001;-0.08835955;-0.094600007;-0.032973498;-0.019516798
916.29999;-0.088112138;-0.093784161;-0.035224397;-0.019807182
916.40002;-0.087949663;-0.092652492;-0.037225429;-0.020326708
916.5;-0.087855317;-0.091198474;-0.038847141;-0.021173961
916.59998;-0.087843902;-0.08945965;-0.040018421;-0.022388585
916.70001;-0.08795277;-0.087517902;-0.04074242;-0.023947176
916.79999;-0.088220149;-0.085487887;-0.041093804;-0.025772706
916.90002;-0.08865878;-0.083495662;-0.04119898;-0.027754288
917;-0.089235149;-0.081652798;-0.041205607;-0.029771727
917.09998;-0.089863017;-0.080032647;-0.041250192;-0.031718563
917.20001;-0.090415299;-0.078655168;-0.041432131;-0.033518348
917.29999;-0.090752177;-0.077484697;-0.041799847;-0.035131231
917.40002;-0.090757124;-0.076441295;-0.0423503;-0.036550771
917.5;-0.090369597;-0.075422876;-0.043039478;-0.03779361
917.59998;-0.089603499;-0.074332267;-0.043798875;-0.038886242
917.70001;-0.088544734;-0.073102146;-0.044552535;-0.039853312
917.79999;-0.087327823;-0.071711659;-0.045230601;-0.040710796
917.90002;-0.086098045;-0.070190705;-0.045777686;-0.041465461
918;-0.084970191;-0.068611287;-0.046156481;-0.042119529
918.09998;-0.08399646;-0.06706921;-0.046348531;-0.04267795
918.20001;-0.083152503;-0.065660849;-0.046353888;-0.043154705
918.29999;-0.082345933;-0.064461775;-0.046190571;-0.043575037
918.40002;-0.08144401;-0.063512012;-0.04589342;-0.043972109
918.5;-0.080312178;-0.062811121;-0.045511063;-0.0443785
918.59998;-0.078852311;-0.062323287;-0.045100089;-0.044815112
918.70001;-0.077029951;-0.061989546;-0.044716302;-0.045281094
918.79999;-0.07488402;-0.061743192;-0.044404879;-0.045748699
918.90002;-0.072517663;-0.061523747;-0.044192079;-0.046165653
919;-0.070074238;-0.061285973;-0.044081517;-0.046465434
919.09998;-0.067706108;-0.061002668;-0.044056799;-0.046583612
919.20001;-0.065544806;-0.060661919;-0.044090115;-0.04647585
919.29999;-0.063679293;-0.060261123;-0.044154037;-0.04613255
919.40002;-0.062146023;-0.059800908;-0.044232253;-0.045585312
919.5;-0.060930673;-0.059281498;-0.044324886;-0.044902433
919.59998;-0.059978478;-0.058702614;-0.044445921;-0.044173829
919.70001;-0.059208933;-0.058066271;-0.044613007;-0.043488655
919.79999;-0.058531031;-0.057380557;-0.044833273;-0.042911734
919.90002;-0.057856496;-0.056661703;-0.045090672;-0.042465594
920;-0.057110213;-0.055932395;-0.045340508;-0.042123891
920.09998;-0.056238204;-0.055215761;-0.045514517;-0.041818976
920.20001;-0.055213496;-0.05452615;-0.045536309;-0.041462425
920.29999;-0.054039851;-0.053859666;-0.04534281;-0.040973268
920.40002;-0.052752316;-0.053188045;-0.044904605;-0.040305797
920.5;-0.051413298;-0.052458983;-0.044237796;-0.039468579
920.59998;-0.050103262;-0.051604446;-0.043402195;-0.038527988
920.70001;-0.048906554;-0.0505559;-0.042485151;-0.037594039
920.79999;-0.047894631;-0.049263135;-0.041575398;-0.036791436
920.90002;-0.047110453;-0.047711652;-0.040734984;-0.036223445
921;-0.046558164;-0.045933262;-0.039978709;-0.03593896
921.09998;-0.046201248;-0.044006109;-0.039268401;-0.035913043
921.20001;-0.045970112;-0.042042829;-0.038524665;-0.036047664
921.29999;-0.045777325;-0.040169094;-0.037653036;-0.036194041
921.40002;-0.045536298;-0.038497388;-0.036576349;-0.036191378
