XDistance (m) (Distance  m)mm Left rail  vertical irregularities (mm);Distance (m) (Distance  m)mm Right rail  vertical irregularities (mm);Distance (m) (Distance  m)mm Left rail  horizontal irregularities (mm);Distance (m) (Distance  m)mm Right rail  horizontal irregularities (mm);
4892.3999;-0.00900377;-0.015845226;0.041083813;0.033856012
4892.5;-0.007735891;-0.016045744;0.041880343;0.034192834
4892.6001;-0.006638939;-0.016335294;0.042729422;0.034589484
4892.7002;-0.005762089;-0.016772177;0.043689772;0.035047855
4892.7998;-0.005132473;-0.017384829;0.044803847;0.035544034
4892.8999;-0.004747233;-0.018150562;0.046090137;0.036038041
4893;-0.004573398;-0.018988986;0.047538921;0.036489479
4893.1001;-0.004556052;-0.019774362;0.049112163;0.036874332
4893.2002;-0.004632387;-0.020364929;0.050747354;0.037197657
4893.2998;-0.004746968;-0.020641144;0.052364502;0.037498444
4893.3999;-0.004862992;-0.020541148;0.053875096;0.03784493
4893.5;-0.004965755;-0.020081773;0.055191822;0.03832145
4893.6001;-0.005057353;-0.019357409;0.056237962;0.039009795
4893.7002;-0.005144991;-0.018515641;0.056955766;0.039969519
4893.7998;-0.005227807;-0.017715858;0.057313189;0.04122154
4893.8999;-0.005287776;-0.017082641;0.057308536;0.04273865
4894;-0.005288898;-0.016667616;0.056972403;0.044444758
4894.1001;-0.005185624;-0.016431261;0.056366257;0.046223149
4894.2002;-0.004937834;-0.016250271;0.055577248;0.047932461
4894.2998;-0.004526732;-0.015948517;0.054709103;0.049427763
4894.3999;-0.00396505;-0.015342617;0.053869728;0.050583612
4894.5;-0.003296534;-0.014289062;0.053157009;0.051315557
4894.6001;-0.002583166;-0.012719622;0.052644867;0.051596671
4894.7002;-0.001883064;-0.010655661;0.052372139;0.051466137
4894.7998;-0.001225733;-0.008198431;0.052336518;0.051027734
4894.8999;-0.000593033;-0.005499521;0.05249504;0.05043735
4895;8.68E-05;-0.002721052;0.05277143;0.049880531
4895.1001;0.000928614;2.56E-06;0.053069208;0.049542934
4895.2002;0.002064136;0.002590824;0.05328824;0.049578495
4895.2998;0.003607377;0.005025406;0.053341798;0.050081331
4895.3999;0.005620101;0.007340148;0.053170968;0.05106727
4895.5;0.008087638;0.009597938;0.052753918;0.052469686
4895.6001;0.010911849;0.011862727;0.052108556;0.054151434
4895.7002;0.013923507;0.01417527;0.05128834;0.055931147
4895.7998;0.016910898;0.016538881;0.050372399;0.057618774
4895.8999;0.019657165;0.01891759;0.049451981;0.059052557
4896;0.021976894;0.021245051;0.048615869;0.060129087
4896.1001;0.023743324;0.023439672;0.047937423;0.060819477
4896.2002;0.024900788;0.025420582;0.047465473;0.06116803
4896.2998;0.025461521;0.027120007;0.047220483;0.061274201
4896.3999;0.025490178;0.028489929;0.047196236;0.061262898
4896.5;0.025082173;0.029503366;0.047366276;0.061251149
4896.6001;0.024342462;0.030152271;0.047693297;0.061319962
4896.7002;0.023369865;0.030444559;0.048138961;0.0614984
4896.7998;0.022249145;0.030401938;0.048671734;0.061763439
4896.8999;0.021050055;0.030058794;0.049270678;0.062054552
4897;0.019830413;0.029461088;0.049924351;0.062297791
4897.1001;0.018639687;0.028663822;0.050625339;0.062431883
4897.2002;0.017520413;0.027726034;0.051362276;0.062428322
4897.2998;0.016506683;0.026703797;0.052112363;0.06230009
4897.3999;0.015620889;0.025643021;0.052837163;0.062096782
4897.5;0.014871066;0.024574701;0.053484067;0.061888561
4897.6001;0.014251223;0.023514953;0.053993933;0.061744362
4897.7002;0.013745936;0.02247062;0.054313425;0.061711229
4897.7998;0.013338525;0.021448951;0.054408971;0.061801054
4897.8999;0.013020604;0.020468073;0.054278068;0.061988287
4898;0.012799692;0.019563746;0.053954076;0.062218599
4898.1001;0.012701984;0.018788867;0.053502202;0.062425252
4898.2002;0.012768692;0.018204311;0.053006865;0.062547773
4898.2998;0.013046359;0.017862853;0.052553233;0.062547192
4898.3999;0.013573578;0.01779091;0.05220788;0.062413782
4898.5;0.014367665;0.017974339;0.052004058;0.062165931
4898.6001;0.015414987;0.018353987;0.051936015;0.061841745
4898.7002;0.016667625;0.018834047;0.051964376;0.061487079
4898.7998;0.01804732;0.019302253;0.052031137;0.061144542
4898.8999;0.019455699;0.019656766;0.05208005;0.060847126
4899;0.020788457;0.019832071;0.052076139;0.060617767
4899.1001;0.021950228;0.019815581;0.052018438;0.060473986
4899.2002;0.02286735;0.019649398;0.05194192;0.060434502
4899.2998;0.023496274;0.019415772;0.051907897;0.060523871
4899.3999;0.023826711;0.019210223;0.051985931;0.060772277
4899.5;0.023879495;0.019110197;0.052232832;0.061209124
4899.6001;0.023700071;0.019149067;0.052675314;0.061851893
4899.7002;0.023348849;0.019303842;0.05330174;0.062693819
4899.7998;0.022890002;0.019500997;0.054065347;0.063694887
4899.8999;0.022380324;0.01963912;0.05489783;0.064780273
4900;0.021859866;0.019621776;0.055728775;0.065848351
4900.1001;0.021346042;0.01939062;0.05650476;0.066787459
4900.2002;0.020832581;0.018948307;0.057202239;0.067497872
4900.2998;0.020294063;0.018363835;0.057830602;0.067913532
4900.3999;0.019695483;0.017757906;0.058424987;0.068017453
4900.5;0.019005176;0.017272172;0.059031941;0.067846417
4900.6001;0.018207947;0.017030876;0.059692878;0.067482933
4900.7002;0.017314827;0.017105818;0.060430806;0.067036055
4900.7998;0.016366214;0.017494651;0.061244115;0.066615611
4900.8999;0.015426594;0.018118583;0.062108401;0.066306323
4901;0.01457148;0.018840104;0.062984452;0.066148311
4901.1001;0.013869512;0.019495606;0.063828543;0.066129297
4901.2002;0.013364715;0.019933959;0.064600594;0.066190153
4901.2998;0.013064282;0.020050662;0.065267384;0.066242635
4901.3999;0.012936181;0.019808885;0.065800339;0.06619449
4901.5;0.012918166;0.019242695;0.066169947;0.065975375
4901.6001;0.012936311;0.018442698;0.066340759;0.065556891
4901.7002;0.01292804;0.017529035;0.066270635;0.064961188
4901.7998;0.012862727;0.016619571;0.065916657;0.064256221
4901.8999;0.012753207;0.015801786;0.06524685;0.063538402
4902;0.012653869;0.015115289;0.064254478;0.06290742
4902.1001;0.012644906;0.014548535;0.062969752;0.062439665
4902.2002;0.012806616;0.014049465;0.061463784;0.062167175
4902.2998;0.01319095;0.013546329;0.05984199;0.062067874
4902.3999;0.013798852;0.012972752;0.058227181;0.062069751
4902.5;0.014570668;0.012290529;0.056736324;0.062068183
4902.6001;0.015393373;0.011504653;0.055457354;0.061952181
4902.7002;0.016123626;0.010667268;0.054432705;0.061632819
4902.7998;0.016621003;0.009869922;0.053654481;0.061066508
4902.8999;0.016782628;0.009226071;0.053072572;0.060266972
4903;0.016569875;0.008847861;0.052612964;0.059302624
4903.1001;0.016019758;0.008822227;0.052200306;0.058279842
4903.2002;0.015237806;0.009191421;0.051777583;0.057316381
4903.2998;0.014374157;0.00994213;0.051316988;0.056511868
4903.3999;0.013589028;0.011005571;0.050819203;0.055923108
4903.5;0.013016384;0.01226869;0.050302472;0.055550862
4903.6001;0.012734824;0.013594277;0.049786281;0.055341575
4903.7002;0.012752499;0.014845764;0.049276311;0.055203658
4903.7998;0.013009107;0.015911419;0.048756655;0.055033788
4903.8999;0.013393562;0.016722541;0.048192471;0.054745939
4904;0.013772315;0.017261628;0.04754249;0.054295138
4904.1001;0.014021048;0.017558752;0.046776954;0.053689171
4904.2002;0.014052359;0.017677316;0.045894507;0.052984983
4904.2998;0.013833581;0.017693067;0.044931754;0.052270781
4904.3999;0.013391677;0.017671973;0.043961398;0.051638845
4904.5;0.012805349;0.017653;0.04307884;0.051156931
4904.6001;0.012187151;0.017640233;0.042380746;0.050846517
4904.7002;0.011660244;0.017606273;0.041941781;0.050674222
4904.7998;0.011334912;0.017505378;0.0417962;0.050559178
4904.8999;0.01128938;0.017292019;0.041929342;0.05039439
4905;0.011558129;0.016938856;0.042280924;0.050076313
4905.1001;0.012129019;0.016448449;0.042758338;0.049534157
4905.2002;0.012948817;0.015855024;0.04325569;0.048750915
4905.2998;0.013935164;0.015215847;0.043672945;0.047769915
4905.3999;0.01499209;0.014595163;0.043930616;0.046685174
4905.5;0.016025834;0.014045982;0.043977536;0.045618199
4905.6001;0.016958013;0.013595702;0.043791823;0.044687562
4905.7002;0.017734032;0.013240173;0.043377358;0.043979771
4905.7998;0.018325843;0.012947896;0.042758696;0.043529134
4905.8999;0.018729497;0.012672612;0.041976735;0.04331186
4906;0.018959092;0.012369678;0.041085903;0.043255519
4906.1001;0.019039428;0.01201042;0.040151849;0.043260694
4906.2002;0.018999645;0.01158949;0.039247647;0.043228455
4906.2998;0.018869497;0.01112286;0.038446844;0.043085925
4906.3999;0.018678695;0.010637566;0.037813153;0.042803247
4906.5;0.018458493;0.010157428;0.037388515;0.042397819
4906.6001;0.01824371;0.009690593;0.03718302;0.041925702
4906.7002;0.01807306;0.009224196;0.037170522;0.04146339
4906.7998;0.017986393;0.008728985;0.037292689;0.041085918
4906.8999;0.018018559;0.00817301;0.03747173;0.040847585
4907;0.018191352;0.007540004;0.0376289;0.040770438
4907.1001;0.018506164;0.006845866;0.037703786;0.040843043
4907.2002;0.018940404;0.006146828;0.037668325;0.041028716
4907.2998;0.019450076;0.005535196;0.037531041;0.04127977
4907.3999;0.019979034;0.005122536;0.037330005;0.041552849
4907.5;0.020473339;0.005014408;0.037116755;0.041820455
4907.6001;0.020896945;0.005283739;0.03693682;0.042075597
4907.7002;0.021244016;0.00595076;0.036813606;0.042328659
4907.7998;0.021543548;0.006975675;0.036741618;0.042598449
4907.8999;0.021853972;0.008266431;0.036691584;0.042900942
4908;0.022248242;0.009699352;0.036625747;0.043239877
4908.1001;0.02279301;0.01114653;0.036517788;0.043602403
4908.2002;0.023527538;0.012501935;0.036369737;0.043961212
4908.2998;0.024448542;0.013698901;0.03621899;0.044282217
4908.3999;0.025505664;0.01471465;0.036131758;0.044534948
4908.5;0.026609439;0.015561869;0.036184177;0.044702034
4908.6001;0.027649933;0.016271502;0.036436718;0.044784293
4908.7002;0.028521178;0.016873552;0.03691059;0.044799659
4908.7998;0.029144868;0.017382931;0.037574414;0.04477606
4908.8999;0.029487057;0.017795248;0.038346682;0.044740662
4909;0.029563766;0.018093608;0.039114114;0.044709049
4909.1001;0.029434726;0.018263526;0.039760798;0.044678017
4909.2002;0.029187752;0.018310061;0.040199224;0.044624813
4909.2998;0.028918695;0.018270522;0.040393289;0.044513296
4909.3999;0.028712574;0.018217601;0.040365908;0.044305377
4909.5;0.028630421;0.018251082;0.040188812;0.043974347
4909.6001;0.028704014;0.018480189;0.039957803;0.043515585
4909.7002;0.028938096;0.019001858;0.039761592;0.042951081
4909.7998;0.029317388;0.01988145;0.039654251;0.042325743
4909.8999;0.029814955;0.021141654;0.039639972;0.041696113
4910;0.03039898;0.022762479;0.039674617;0.041114494
4910.1001;0.031036561;0.024691641;0.039682958;0.040613331
4910.2002;0.031694885;0.026861262;0.039585218;0.040194631
4910.2998;0.032341544;0.029205082;0.039323989;0.039828483
4910.3999;0.03294589;0.031670589;0.038882587;0.03946168
4910.5;0.033482525;0.034222517;0.038289398;0.039034922
4910.6001;0.033936463;0.036837514;0.037607677;0.038504172
4910.7002;0.03430805;0.039492823;0.036915138;0.037860125
4910.7998;0.034615129;0.042154022;0.036280923;0.03714006
4910.8999;0.034890473;0.044767022;0.035747863;0.03642793
4911;0.035174113;0.047258046;0.035325598;0.035841666
4911.1001;0.03550249;0.049542457;0.034995753;0.035510007
4911.2002;0.035897918;0.051540382;0.03472615;0.035544105
4911.2998;0.036362499;0.053194635;0.034487922;0.036010802
4911.3999;0.03687942;0.054485686;0.034268763;0.036914084
4911.5;0.037422191;0.055439293;0.03407751;0.038189355
4911.6001;0.037969209;0.056124549;0.033938959;0.039712217
4911.7002;0.038518615;0.056642689;0.033881534;0.041319672
4911.7998;0.039097488;0.05710949;0.033923186;0.042839039
4911.8999;0.039760645;0.057635382;0.034061328;0.04411808
4912;0.040577546;0.058307536;0.034270808;0.045049988
4912.1001;0.041609921;0.059177056;0.034510646;0.045588374
4912.2002;0.042886473;0.060252935;0.034736652;0.045749865
4912.2998;0.044383056;0.061502591;0.034914963;0.045604974
4912.3999;0.046015784;0.062857874;0.035031136;0.045259979
4912.5;0.047651459;0.064224765;0.035091467;0.044834312
4912.6001;0.049134206;0.065495282;0.035116438;0.044438016
4912.7002;0.050322268;0.066560455;0.035129339;0.044153202
4912.7998;0.051124871;0.067323461;0.035145178;0.044022184
4912.8999;0.051528402;0.067712136;0.035164747;0.044043377
4913;0.051603552;0.067689419;0.035176348;0.044174705
4913.1001;0.051490147;0.067260213;0.035164535;0.044343457
4913.2002;0.051362909;0.066472769;0.035121761;0.044460811
4913.2998;0.051386867;0.065413333;0.035057321;0.044438917
4913.3999;0.051674403;0.064194039;0.03499867;0.044208281
4913.5;0.052255634;0.062935323;0.034983031;0.043732755
4913.6001;0.053070255;0.061746292;0.035041336;0.043019723
4913.7002;0.053982932;0.06070675;0.035180103;0.042123005
4913.7998;0.054818012;0.059855055;0.035368606;0.041137099
4913.8999;0.055404108;0.059184462;0.03553763;0.040182669
4914;0.05561693;0.058648799;0.0355925;0.03938514
4914.1001;0.055409499;0.058175653;0.035437953;0.038850155
4914.2002;0.054822925;0.057683848;0.035007674;0.038640879
4914.2998;0.053976126;0.057100691;0.034288913;0.03876264
4914.3999;0.053038359;0.056375209;0.033333138;0.039159086
4914.5;0.052192379;0.055485051;0.032247812;0.039721821
4914.6001;0.051597368;0.054436609;0.031170297;0.040312137
4914.7002;0.05135994;0.053260073;0.030230962;0.040790342
4914.7998;0.051518518;0.05200186;0.029516682;0.041045956
4914.8999;0.052042637;0.050717246;0.02904629;0.041021429
4915;0.052845094;0.049464565;0.028766196;0.040723357
4915.1001;0.053802676;0.048301425;0.028568128;0.04021832
4915.2002;0.054779965;0.047281705;0.028323911;0.039614439
4915.2998;0.055651434;0.046451855;0.027926594;0.039033413
4915.3999;0.056318268;0.045845553;0.027325097;0.038580444
4915.5;0.056717955;0.045476764;0.026541611;0.038319919
4915.6001;0.056826528;0.045333184;0.02566636;0.038262941
4915.7002;0.05665423;0.045372762;0.024831777;0.038369659
4915.7998;0.056236319;0.045525938;0.024174424;0.038564965
4915.8999;0.055621196;0.045705173;0.023796881;0.038762819
4916;0.054858122;0.045820825;0.023741368;0.038892027
4916.1001;0.053986996;0.045800149;0.023982756;0.03891632
4916.2002;0.053032089;0.045604467;0.024442069;0.038843535
4916.2998;0.052001096;0.045239262;0.025015015;0.0387218
4916.3999;0.050889507;0.044753488;0.025605366;0.038624465
4916.5;0.049689051;0.044227399;0.026152093;0.038628221
4916.6001;0.048397515;0.043751568;0.026641876;0.03879074
4916.7002;0.047026783;0.043402828;0.027103817;0.039133415
4916.7998;0.045606062;0.043224089;0.027589571;0.039633427
4916.8999;0.044178694;0.04321409;0.028146554;0.040226303
4917;0.042793028;0.043330371;0.028793968;0.040817626
4917.1001;0.041489966;0.043504547;0.029509721;0.041300349
4917.2002;0.040291402;0.043665238;0.030232089;0.041573394
4917.2998;0.039193932;0.043761328;0.030874694;0.041557424
4917.3999;0.038170915;0.043778196;0.031349037;0.041205037
4917.5;0.037183259;0.043741554;0.031586539;0.040504251
4917.6001;0.036196385;0.043707807;0.03155306;0.03947565
4917.7002;0.035198137;0.04374399;0.031251945;0.038164824
4917.7998;0.034211434;0.043903857;0.030716226;0.036632173
4917.8999;0.033296637;0.044208094;0.029994145;0.034942113
4918;0.032541357;0.044635192;0.029134335;0.033153575
4918.1001;0.032039523;0.045126002;0.028176095;0.031313036
4918.2002;0.031865127;0.045600526;0.027147721;0.029450992
4918.2998;0.032048352;0.0459814;0.026072023;0.027582278
4918.3999;0.032561522;0.04621619;0.02497522;0.025710046
4918.5;0.033319898;0.046291225;0.023893917;0.023832517
4918.6001;0.03419777;0.046232216;0.02287598;0.021951074
4918.7002;0.035055913;0.046091758;0.021973716;0.020077545
4918.7998;0.035772771;0.045927852;0.021231411;0.018238554
4918.8999;0.036270548;0.045781016;0.020671898;0.01647523
4919;0.036529064;0.045657884;0.020287843;0.014837714
4919.1001;0.036583889;0.045527298;0.020041956;0.013375456
4919.2002;0.036510125;0.045330506;0.019877218;0.01212582
4919.2998;0.036397655;0.045002718;0.019734301;0.011104467
4919.3999;0.036325764;0.044498917;0.019570408;0.010300948
4919.5;0.036344968;0.043815646;0.019372804;0.009681759
4919.6001;0.036470894;0.04300119;0.019161761;0.009200836
4919.7002;0.036690846;0.042150337;0.018981336;0.008815114
4919.7998;0.036979403;0.041384604;0.018880609;0.008500602
4919.8999;0.037316475;0.04082337;0.018891713;0.00826374
4920;0.037700843;0.040554248;0.019012384;0.008143656
4920.1001;0.038154129;0.04061126;0.019199589;0.008203372
4920.2002;0.038713839;0.040967181;0.019377142;0.008511402
4920.2998;0.039418016;0.041541882;0.019455506;0.009118403
4920.3999;0.040287111;0.042224064;0.019357692;0.010035651
4920.5;0.041309565;0.042899806;0.01904285;0.011222114
4920.6001;0.042436242;0.043479711;0.018519694;0.012584938
4920.7002;0.04358568;0.043917097;0.017845033;0.013994304
4920.7998;0.044658739;0.04421299;0.017107535;0.015309493
4920.8999;0.045557886;0.044407405;0.016401658;0.016409386
4921;0.046205439;0.044560704;0.015799889;0.017219085
4921.1001;0.046555616;0.044731326;0.015332073;0.017725281
4921.2002;0.046597745;0.04495671;0.014978234;0.017976046
4921.2998;0.046351083;0.045242861;0.014677073;0.018065328
4921.3999;0.045854215;0.045564823;0.014347292;0.018106777
4921.5;0.045153454;0.045877002;0.013915009;0.018204546
4921.6001;0.044294145;0.046129446;0.013338716;0.018429266
4921.7002;0.043316949;0.04628465;0.012624352;0.018805593
4921.7998;0.042258974;0.04632996;0.011826193;0.019313743
4921.8999;0.041157354;0.046282288;0.01103385;0.019903231
4922;0.040052313;0.046184495;0.010349697;0.020513259
4922.1001;0.038987111;0.046095189;0.009863705;0.02109265
4922.2002;0.038004052;0.046075534;0.009632928;0.02161294
4922.2998;0.037137732;0.046176929;0.00967099;0.022071108
4922.3999;0.036408246;0.046432853;0.009949614;0.022482246
4922.5;0.035817336;0.046856381;0.01041057;0.022866044
4922.6001;0.035349593;0.04744326;0.010983597;0.023232907
4922.7002;0.034978818;0.048178613;0.011604695;0.023575369
4922.7998;0.034677673;0.049044847;0.012229724;0.023868216
4922.8999;0.034427214;0.050028067;0.012840262;0.024077315
4923;0.034222983;0.051121272;0.013441265;0.024173662
4923.1001;0.034075398;0.052323706;0.014052458;0.024147153
4923.2002;0.034004383;0.053636841;0.014696876;0.02401441
4923.2998;0.034030393;0.055058401;0.015390206;0.023817036
4923.3999;0.034165327;0.056576297;0.016133854;0.023610039
4923.5;0.034406908;0.058164239;0.016913144;0.023443796
4923.6001;0.034738712;0.059780266;0.017700514;0.02334542
4923.7002;0.035135798;0.061368939;0.018462297;0.023306008
4923.7998;0.035573762;0.062867016;0.019166993;0.023278642
4923.8999;0.036037318;0.064211562;0.019792864;0.023188692
4924;0.036525108;0.065349296;0.020333068;0.022954108
4924.1001;0.03704844;0.06624499;0.020797193;0.022510061
4924.2002;0.037624359;0.066887252;0.021208856;0.021830859
4924.2998;0.038265646;0.06729009;0.021599788;0.020942654
4924.3999;0.038971737;0.067489535;0.02200147;0.019923121
4924.5;0.039724275;0.067535564;0.022436082;0.018888047
4924.6001;0.040489372;0.067480847;0.022908723;0.017968375
4924.7002;0.041226029;0.067368776;0.023403004;0.017283885
4924.7998;0.041897707;0.067223482;0.023881497;0.016920172
4924.8999;0.042482685;0.067044795;0.024291586;0.016914399
4925;0.042979166;0.066809297;0.024575861;0.017252486
4925.1001;0.043402977;0.066477805;0.024684861;0.017877199
4925.2002;0.043778758;0.066007316;0.024588972;0.018703857
4925.2998;0.044127941;0.065364338;0.024286184;0.019638909
4925.3999;0.044458471;0.06453599;0.023803266;0.02059661
4925.5;0.044760671;0.063535631;0.023189686;0.02151045
4925.6001;0.045011312;0.062401563;0.022505777;0.02233799
4925.7002;0.045184888;0.061189193;0.021808563;0.023059869
4925.7998;0.045267809;0.059959091;0.021139532;0.023675
4925.8999;0.045269791;0.058764741;0.020518264;0.024194537
4926;0.045227252;0.057643693;0.019943956;0.024636539
4926.1001;0.045196161;0.056614742;0.019404285;0.025022319
4926.2002;0.0452356;0.055681452;0.018888412;0.025374297
4926.2998;0.045387197;0.054840401;0.018399339;0.025714481
4926.3999;0.045657545;0.054090492;0.017960772;0.02606258
4926.5;0.046010364;0.053439334;0.0176154;0.026433131
4926.6001;0.046372361;0.052903812;0.017414521;0.026831903
4926.7002;0.046652004;0.052503958;0.017402079;0.027252384
4926.7998;0.046765976;0.052251998;0.017598594;0.027673684
4926.8999;0.046664841;0.052140485;0.017990831;0.028060937
4927;0.046349339;0.052134454;0.018531535;0.028368842
4927.1001;0.045871377;0.052171465;0.019150143;0.028548129
4927.2002;0.045318741;0.052171089;0.019771555;0.028553952
4927.2998;0.044788167;0.05205217;0.020336889;0.028354649
4927.3999;0.044355515;0.051753309;0.020819047;0.027939143
4927.5;0.044053111;0.051250212;0.021227265;0.027321406
4927.6001;0.043862231;0.050564185;0.021598374;0.026540816
4927.7002;0.043723755;0.049758293;0.021977151;0.025657991
4927.7998;0.043563731;0.048921436;0.022392131;0.02474623
4927.8999;0.043325465;0.048144639;0.022835458;0.023879621
4928;0.042997036;0.047496419;0.023254413;0.023119388
4928.1001;0.042624358;0.047004893;0.02355887;0.02250074
4928.2002;0.042304404;0.046652306;0.023643598;0.022022808
4928.2998;0.04215984;0.046383929;0.023419205;0.021644091
4928.3999;0.042302597;0.046128724;0.022842107;0.021285325
4928.5;0.042797886;0.04582506;0.021933619;0.020840386
4928.6001;0.043640602;0.045443177;0.020781197;0.020194238
4928.7002;0.04475221;0.04499672;0.019520238;0.019245049
4928.7998;0.045999818;0.044539008;0.018300962;0.01792619
4928.8999;0.047232192;0.044145014;0.017249757;0.01622327
4929;0.048321564;0.043884195;0.016436236;0.01418171
4929.1001;0.049198437;0.043793295;0.015855752;0.011902401
4929.2002;0.049868409;0.043858033;0.015432414;0.009525452
4929.2998;0.050405782;0.044010472;0.015041469;0.007205122
4929.3999;0.050926026;0.044143829;0.014544133;0.005081392
4929.5;0.051545791;0.044141017;0.013824493;0.003254742
4929.6001;0.052343108;0.043908626;0.012817897;0.001770169
4929.7002;0.053330284;0.043406129;0.011523392;0.000614229
4929.7998;0.054447833;0.042661071;0.009997991;-0.000274304
4929.8999;0.055581268;0.041765258;0.008336108;-0.000983214
4930;0.056595195;0.040852457;0.006641652;-0.001600651
4930.1001;0.057374105;0.040063962;0.005001653;-0.002190848
4930.2002;0.057856999;0.039511699;0.003468731;-0.002777829
4930.2998;0.058055345;0.039249569;0.002056022;-0.003340909
4930.3999;0.058049031;0.039261028;0.000743638;-0.003822475
4930.5;0.057961889;0.039466158;-0.000507775;-0.00414534
4930.6001;0.057924539;0.039745573;-0.001742371;-0.004234662
4930.7002;0.058035955;0.039974041;-0.002998425;-0.004038668
4930.7998;0.058335319;0.04005399;-0.004304006;-0.003543246
4930.8999;0.058792282;0.039939884;-0.005678126;-0.002777541
4931;0.059317954;0.039647527;-0.007133964;-0.001810225
4931.1001;0.059792891;0.039247211;-0.008680167;-0.000738347
4931.2002;0.060103253;0.038844217;-0.010317532;0.000327961
4931.2998;0.06017432;0.038553253;-0.012031261;0.001281392
4931.3999;0.059991885;0.038474493;-0.013781838;0.00203119
4931.5;0.059605703;0.03867694;-0.015499501;0.002513055
4931.6001;0.059114892;0.039191909;-0.017086953;0.002694788
4931.7002;0.058640189;0.040015668;-0.018432606;0.002578003
4931.7998;0.058291573;0.04111778;-0.019432772;0.002196433
4931.8999;0.058140587;0.042450514;-0.02001749;0.001611207
4932;0.058204837;0.043955952;-0.020172276;0.000903293
4932.1001;0.058448255;0.045569282;-0.019948382;0.000163315
4932.2002;0.05879613;0.047219679;-0.019456968;-0.00052054
4932.2998;0.059159707;0.048831515;-0.018847378;-0.001075035
4932.3999;0.059462979;0.050329033;-0.018274769;-0.001452606
4932.5;0.059664078;0.051645938;-0.017865907;-0.001637843
4932.6001;0.059765775;0.052738916;-0.017692946;-0.001647815
4932.7002;0.059813026;0.053601503;-0.017762601;-0.001525652
4932.7998;0.059879258;0.054273222;-0.018023578;-0.001328679
4932.8999;0.060046155;0.054839481;-0.018389337;-0.001114123
4933;0.060383055;0.055419773;-0.018768631;-0.000926398
4933.1001;0.060931761;0.056145448;-0.019094009;-0.000789788
4933.2002;0.06170056;0.057131976;-0.019339502;-0.000708785
4933.2998;0.062668078;0.058452778;-0.019522591;-0.000676014
4933.3999;0.063794896;0.060122289;-0.019690853;-0.000684965
4933.5;0.06503842;0.06209347;-0.01989883;-0.000743074
4933.6001;0.066366062;0.064271167;-0.020183574;-0.000880124
4933.7002;0.06776239;0.066537872;-0.020547464;-0.001148282
4933.7998;0.069228306;0.06878487;-0.02095397;-0.001612654
4933.8999;0.070772938;0.070939943;-0.021337386;-0.00233434
4934;0.072401173;0.072983496;-0.021622725;-0.003350737
4934.1001;0.074101679;0.074949063;-0.021748617;-0.004658971
4934.2002;0.075839557;0.076907881;-0.021685401;-0.006207859
4934.2998;0.077556796;0.078942753;-0.021442506;-0.007901316
4934.3999;0.079180755;0.081118852;-0.021063337;-0.00961291
4934.5;0.080638602;0.08346013;-0.020610077;-0.011207851
4934.6001;0.081873007;0.08593756;-0.02014425;-0.012566632
4934.7002;0.082854487;0.088472344;-0.019709855;-0.013604144
4934.7998;0.083585903;0.090951838;-0.019324495;-0.014279658
4934.8999;0.084097676;0.093253255;-0.018980654;-0.014595963
4935;0.084434912;0.095267937;-0.018655488;-0.014589243
4935.1001;0.084640585;0.096919857;-0.018324472;-0.014313791
4935.2002;0.084740326;0.098174423;-0.017973244;-0.013826753
4935.2998;0.084734306;0.099037096;-0.017603094;-0.013177354
4935.3999;0.084599324;0.09954448;-0.01722835;-0.012402939
4935.5;0.084301248;0.099752352;-0.016867232;-0.011531509
4935.6001;0.08381404;0.099725045;-0.016530266;-0.01058808
4935.7002;0.083139256;0.099528946;-0.016211253;-0.009601187
4935.7998;0.082319193;0.09923055;-0.015884515;-0.00860617
4935.8999;0.081438169;0.098897025;-0.015509684;-0.007643663
4936;0.08060997;0.098596111;-0.015042102;-0.006753718
4936.1001;0.079953916;0.098392688;-0.014444859;-0.005968048
4936.2002;0.079565667;0.098340929;-0.013697833;-0.005303537
4936.2998;0.079491153;0.098473273;-0.012800487;-0.0047597
4936.3999;0.079711743;0.098789662;-0.011767773;-0.004321192
4936.5;0.080145754;0.09925127;-0.010621386;-0.003964408
4936.6001;0.080667004;0.099782184;-0.00938051;-0.00366564
4936.7002;0.08113575;0.10028018;-0.008056443;-0.003407717
4936.7998;0.08143393;0.10063513;-0.00665373;-0.003182706
4936.8999;0.081494689;0.1007505;-0.005177598;-0.002990027
4937;0.081317976;0.10056267;-0.003644498;-0.002831271
4937.1001;0.080967657;0.10005253;-0.002090742;-0.002704493
4937.2002;0.08055111;0.099246629;-0.000574476;-0.002601072
4937.2998;0.080187179;0.098207757;0.000831588;-0.002507168
4937.3999;0.079971872;0.097018167;0.002055643;-0.002409868
4937.5;0.079951622;0.095760703;0.003045918;-0.002305871
4937.6001;0.080111526;0.09450309;0.00378678;-0.002209101
4937.7002;0.080381788;0.093289852;0.00430539;-0.002153475
4937.7998;0.08065971;0.092142686;0.004665211;-0.002188449
4937.8999;0.080840789;0.091068245;0.00494709;-0.002367473
4938;0.080849446;0.090069056;0.005223209;-0.002732205
4938.1001;0.080660813;0.089153357;0.005532254;-0.003297329
4938.2002;0.080307595;0.08833997;0.00586452;-0.004041124
4938.2998;0.079870746;0.0876569;0.006162924;-0.004905521
4938.3999;0.079457216;0.087134697;0.006340899;-0.005806438
