X a:y(Bogie1.Bogie) - Acceleration of point (1.2 -1 1.1) of body Bogie1.Bogie relative to Base0  SC Base0  projection Y, a:z(Bogie1.Bogie) - Acceleration of point (1.2 -1 1.1) of body Bogie1.Bogie relative to Base0  SC Base0  projection Z,
3.6856251,-1.0616548,28.054531
3.690625,-8.7157269,24.12466
3.6956251,-10.48372,18.004759
3.7006249,-8.4065275,10.466014
3.7056251,-10.151855,2.9624715
3.7106249,-14.577563,-3.9429464
3.715625,-12.943672,-9.3062401
3.7206249,-7.701766,-12.546482
3.725625,-2.8676608,-13.85153
3.7306249,1.0655344,-13.556427
3.735625,5.7193346,-11.824337
3.7406249,11.386414,-8.9352617
3.745625,16.467632,-5.3545232
3.7506249,17.865503,-0.91613454
3.755625,13.170794,2.904757
3.7606249,9.4174232,4.8883271
3.765625,7.293838,5.1700487
3.7706251,5.3784699,4.2631884
3.775625,2.7357278,2.4793522
3.7806251,-0.26131985,0.070326336
3.785625,-2.9444273,-2.4617686
3.7906251,-4.6293564,-4.923274
3.795625,-5.9851937,-6.595365
3.8006251,-7.4171362,-7.1256866
3.805625,-7.6604576,-6.2047896
3.8106251,-5.7911963,-3.8585529
3.815625,-2.1830778,-0.41951048
3.8206251,4.061254,3.9207423
3.8256249,6.5466971,8.3718348
3.8306251,4.0482483,12.578885
3.8356249,4.6639533,16.237904
3.840625,6.5231938,18.344141
3.8456249,6.5539536,18.072384
3.850625,4.3772159,15.398886
3.8556249,3.3414896,11.069789
3.860625,1.5110928,4.7000937
3.8656249,-2.8913717,-3.0347652
3.870625,-6.5809298,-10.988491
3.8756249,-8.2500582,-18.284679
3.880625,-10.16328,-24.149075
3.8856249,-10.602844,-28.035856
3.890625,-10.107777,-29.267845
3.8956251,-7.0708165,-27.650517
3.900625,-3.7003474,-23.324884
3.9056251,-0.92116588,-16.603987
3.910625,1.6079264,-8.045496
3.9156251,4.0949788,1.4910809
3.920625,5.902349,10.9578
3.9256251,6.9996724,19.317589
3.930625,5.9654436,26.008255
3.9356251,4.1847029,29.923992
3.940625,5.5736752,30.69787
3.9456251,2.9126546,28.265253
3.9506249,-2.0789385,23.389942
3.9556251,-4.5033832,16.559397
3.9606249,-6.5467377,7.779563
3.965625,-9.1356201,-2.0539989
3.9706249,-10.545417,-11.846831
3.975625,-9.6190958,-20.504213
3.9806249,-5.6314144,-27.573261
3.985625,-0.31959069,-32.214668
3.9906249,3.9025724,-33.645203
3.995625,6.3904867,-31.779972
4.0006251,8.7189751,-27.201012
4.0056248,10.516813,-20.046219
4.0106249,9.767724,-10.968556
4.015625,8.2741375,-1.1279904
4.0206251,5.753581,8.6041279
4.0256252,4.2355742,16.832045
4.0306249,3.519104,23.274378
4.035625,2.4880829,27.84646
4.0406251,0.53270191,30.146637
4.0456252,-1.6074375,29.902689
4.0506248,-3.1064625,27.279013
4.055625,-3.9903917,22.799622
4.0606251,-4.7449946,17.000431
4.0656252,-5.0664682,10.330975
4.0706248,-4.6191411,3.1004572
4.0756249,-1.1725383,-4.4994483
4.0806251,-0.14332595,-10.920911
4.0856252,-0.19515841,-15.871352
4.0906248,0.43736553,-19.455475
4.0956249,1.8118823,-21.500206
4.100625,2.9134455,-21.750036
4.1056252,3.1332068,-20.635126
4.1106248,2.7310705,-18.4419
4.1156249,1.9755036,-15.251001
4.120625,2.043977,-11.173881
4.1256251,-0.32602844,-6.5858994
4.1306248,-3.6201313,-1.6143559
4.1356249,-5.561223,3.4749832
4.140625,-6.3049521,8.211689
4.1456251,-6.7651577,12.225689
4.1506252,-6.9624028,15.362652
4.1556249,-6.7340851,17.466993
4.160625,-7.1977248,18.559683
4.1656251,-5.1654506,18.577639
4.1706252,-2.0132113,17.236217
4.1756248,0.52381843,14.485435
4.180625,2.3007145,10.639155
4.1856251,3.6506977,6.0734472
4.1906252,4.7145791,1.0361505
4.1956248,5.0278177,-4.2074242
4.2006249,6.4806404,-9.1162376
4.2056251,5.1259227,-13.608688
4.2106252,4.2745733,-16.96818
4.2156248,2.5658083,-18.995127
4.2206249,0.67885679,-19.523214
4.225625,-1.1181872,-18.485991
4.2306252,-4.2773023,-16.039793
4.2356248,-4.4748802,-11.947878
4.2406249,-3.0381398,-6.8986645
4.245625,-2.2089214,-1.6643739
4.2506251,-1.9240583,3.3430469
4.2556248,-1.154354,7.8870163
4.2606249,-0.026742531,11.576776
4.265625,1.0260868,13.935949
4.2706251,1.9210171,14.726007
4.2756252,2.7224691,14.017577
4.2806249,3.2605867,12.035073
4.285625,3.3614836,8.9741888
4.2906251,5.0222521,5.4271145
4.2956252,5.9404902,1.1933007
4.3006248,5.0078659,-3.3070288
4.305625,4.7518659,-7.0494323
4.3106251,7.0962286,-9.5594463
4.3156252,10.037685,-10.635661
4.3206248,10.408057,-9.9310274
4.3256249,6.429769,-7.1354074
4.3306251,-3.0997722,-2.0765219
4.3356252,-7.6944399,2.659514
4.3406248,-10.083242,6.3291569
4.3456249,-15.782901,9.0850096
4.350625,-21.746761,11.194732
4.3556252,-20.324749,12.587356
4.3606248,-13.249302,12.464815
4.3649998,-6.6371317,11.094582
4.3699999,-7.3306136,9.2311935
4.375,-9.0322981,6.8798761
4.3800001,-2.6496148,2.9079809
4.3850002,3.1126971,-2.1117735
4.3899999,3.2343187,-6.7864857
4.395,8.0587835,-10.916456
4.4000001,14.878792,-13.920469
4.4050002,10.436919,-12.881071
4.4099998,3.1328709,-10.41864
4.415,3.5617986,-8.7971859
4.4200001,4.8486533,-7.0888438
4.4250002,0.51242429,-4.3837805
4.4299998,-5.5487361,-1.0818112
4.4349999,-7.4733863,1.6248345
4.4400001,-3.3394067,3.1648426
4.4450002,3.1892998,3.9434545
4.4499998,3.9438133,5.1803737
4.4549999,3.0745862,7.2814951
4.46,6.8807268,7.7157907
4.4650002,15.423679,5.780529
4.4699998,16.58226,4.1051168
4.4749999,11.58672,4.1571527
4.48,10.139113,4.2525101
4.4850001,10.888975,3.3943152
4.4899998,7.2560434,2.8034725
4.4949999,0.5742209,3.4538641
4.5006251,-3.8552291,4.2444468
4.5056248,-4.5306616,3.581665
4.5106249,-5.0235758,2.3413279
4.515625,-5.0801678,1.2959611
4.5206251,-3.3294623,0.36853337
4.5256252,-0.55993325,-0.93768042
4.5306249,1.464309,-2.7438002
4.535625,2.4123051,-5.0168033
4.5406251,3.2275624,-7.7889485
4.5456252,3.7170343,-11.075064
4.5506248,3.481781,-14.619728
4.555625,1.6170611,-18.08564
4.5606251,-1.6825663,-21.063431
4.5656252,-4.2671514,-22.935991
4.5706248,-6.5418591,-22.99394
4.5756249,-4.7594357,-20.428717
4.5806251,-4.3555074,-16.609581
4.5856252,-3.2470956,-12.092965
4.5906248,-1.6142242,-6.7161593
4.5956249,0.54861212,-0.76362365
4.600625,2.7224998,5.4656148
4.6056252,3.4517281,11.437275
4.6106248,3.2096705,17.257021
4.6156249,0.34311143,23.05727
4.620625,-4.6896715,28.779211
4.6256251,-11.56151,33.013073
4.6306248,-22.010225,34.206692
4.6356249,-32.129616,31.511633
4.640625,-35.920589,24.765955
4.6456251,-32.097652,15.273157
4.6506252,-21.227001,5.9505787
4.6556249,-7.62501,-3.706809
4.660625,7.3425331,-12.749226
4.6656251,21.433895,-19.192993
4.6706252,29.901537,-21.602015
4.6756248,30.38299,-20.703888
4.680625,25.562513,-17.535608
4.6856251,18.889448,-12.957054
4.6906252,12.17829,-7.5815196
4.6956248,5.4868689,-2.4084735
4.7006249,0.48582569,2.1980321
4.7056251,-3.1107109,6.1285791
4.7106252,-5.7202897,8.8171864
4.7156248,-5.6988978,10.05398
4.7206249,-4.4603596,10.142811
4.725625,-4.066112,9.1440907
4.7306252,-4.4368773,7.1593933
4.7356248,-3.1638134,4.7239656
4.7406249,-1.7839121,1.8580949
4.745625,-0.27804947,-0.88221902
4.7506251,4.1550441,-2.6580291
4.7556248,4.477232,-3.2612398
4.7606249,2.6758358,-3.314162
4.765625,2.2750793,-3.1474414
4.7706251,3.1367836,-2.5108018
4.7756252,3.5100586,-1.2990257
4.7806249,3.1564798,0.018533021
4.785625,2.8164263,0.8583293
4.7906251,2.2524507,0.89723909
4.7956252,1.3509916,0.38466156
4.8006248,0.35411003,-0.77395129
4.805625,-0.27527869,-2.6451466
4.8106251,-0.28271741,-5.1797118
4.8156252,-0.15380129,-8.0564203
4.8206248,-0.90628022,-10.873987
4.8256249,-1.3780334,-12.8703
4.8306251,0.16626221,-13.992541
4.8356252,1.1826059,-14.344806
4.8406248,0.66767013,-13.743536
4.8456249,0.065879941,-11.770991
4.850625,1.4232303,-8.5494909
4.8556252,-0.17246306,-4.7189918
4.8606248,-2.5874481,-0.2922045
4.8656249,-3.4556377,4.6559844
4.870625,-4.0777564,9.4369106
4.8756251,-4.2007408,13.94932
4.8806248,-2.5319598,17.611652
4.8856249,-1.0558426,20.041122
4.890625,-0.66074938,21.029297
4.895,-0.78733861,20.807266
4.9000001,-0.95762134,19.140106
4.9050002,-1.065087,16.191744
4.9099998,-1.3163586,12.105468
4.915,-1.7164845,7.2178831
4.9200001,-2.3626916,1.9582556
4.9250002,-2.7351,-3.2355528
4.9299998,-2.5730991,-7.9897161
4.9349999,-2.1286075,-11.968878
4.9400001,-1.6043863,-14.900116
4.9450002,-1.0067626,-16.625237
4.9499998,-0.28797686,-17.099672
4.9549999,0.48963812,-16.372786
4.96,1.1710333,-14.563482
4.9650002,1.7058785,-11.865273
4.9699998,2.1479027,-8.5444956
4.9749999,2.4773874,-4.9130087
4.98,2.7164485,-1.2484163
4.9850001,2.837709,2.2071805
4.9899998,2.7965367,5.2437391
4.9949999,2.5959568,7.6792321
5,2.2657006,9.3966208
5.0050001,1.8503649,10.35221
5.0100002,1.4049438,10.55104
5.015625,1.1975107,9.9315119
5.0206251,1.138356,8.7434731
5.0256252,0.96093756,7.0684767
5.0306249,0.74702269,5.0243974
5.035625,0.68350458,2.7855175
5.0406251,0.80104953,0.50101489
5.0456252,1.0192159,-1.6865456
5.0506248,0.76738316,-3.5723436
5.055625,-0.72119164,-4.9743843
5.0606251,-2.5431335,-5.7898865
5.0656252,-4.1489291,-5.8386064
5.0706248,-6.0152025,-5.4872637
5.0756249,-8.9109087,-5.0965314
5.0806251,-11.615083,-4.814733
5.0856252,-11.156141,-4.459023
5.0906248,-7.2697759,-3.8884473
5.0956249,2.6421547,-2.9094076
5.100625,11.62277,-1.7772565
5.1056252,12.767062,-0.12386762
5.1106248,9.4228077,1.8812436
5.1156249,7.290916,3.5361643
5.120625,5.6055546,4.6645923
5.1256251,1.4532874,5.3417101
5.1306248,-3.4382319,5.6853843
5.1356249,-7.8816614,5.2756214
5.140625,-10.47406,3.7355535
5.1456251,-9.5961161,1.5406801
5.1506252,-7.3363185,-0.60313278
5.1556249,-5.3505516,-2.6935935
5.160625,-3.4016154,-4.5444889
5.1656251,1.7008092,-5.708611
5.1706252,9.8841791,-6.2549682
5.1756248,15.007147,-5.7337213
5.180625,14.564112,-4.7679949
5.1856251,14.858415,-3.7201838
5.1906252,17.16099,-2.0478761
5.1956248,17.044559,0.56090045
5.2006249,12.718334,3.5786803
5.2056251,8.1751328,6.3247213
5.2106252,3.7856526,8.4683723
5.2156248,-2.0832548,9.9163961
5.2206249,-8.9633675,10.177785
5.225625,-12.427327,9.3401556
5.2306252,-12.116137,7.2219777
5.2356248,-9.9310999,4.244873
5.2406249,-8.6195793,1.1547658
5.245625,-3.8183472,-1.0969441
5.2506251,0.56384331,-2.3171825
5.2556248,2.2341259,-2.8622069
5.2606249,3.5131836,-2.2220118
5.265625,5.2077518,-0.051217545
5.2706251,5.408999,2.7092319
5.2756252,1.975036,5.3041663
5.2806249,-1.0438277,7.2485118
5.285625,-1.4003735,8.4717588
5.2906251,0.58544922,9.0095205
5.2956252,0.73397309,8.8766985
5.3006248,-0.35911131,7.6497312
5.305625,-2.1100042,5.3133583
5.3106251,-1.2863654,2.0630834
5.3156252,-0.85883898,-1.976817
5.3206248,-3.5577583,-6.3201156
5.3256249,-6.3253474,-11.127164
5.3306251,-7.3780603,-15.391113
5.3356252,-7.1502481,-18.453304
5.3406248,-6.9939461,-20.242743
5.3456249,-7.2052231,-20.583359
5.350625,-7.2857728,-19.295519
5.3556252,-6.7411976,-16.284086
5.3606248,-5.8440757,-11.857778
5.3656249,-4.9027796,-6.3491163
5.370625,-4.122582,-0.33081442
5.3756251,-4.6119819,5.7179222
5.3806248,-3.7972806,10.784151
5.3856249,-1.8379918,14.553973
5.390625,-0.67414683,16.819632
5.3956251,-0.47279778,17.233702
5.4006252,-0.16831614,15.565392
5.4056249,1.0874096,11.803025
5.410625,2.4749455,6.6028199
5.4156251,3.3283191,0.66241366
5.4206252,2.8893178,-5.4864635
5.4256248,2.7506638,-11.382337
5.430625,0.51945335,-16.145252
5.4356251,-2.4353552,-19.401329
5.4406252,-4.2915859,-20.960968
5.4456248,-4.9102373,-20.58629
5.4506249,-4.9374466,-18.178904
5.4556251,-4.5295606,-13.883957
5.4606252,-3.4658248,-8.357667
5.4656248,-1.9423021,-2.25511
5.4706249,-0.50832617,4.0876727
5.475625,1.3741839,9.8510962
5.4806252,3.3240559,14.575788
5.4856248,4.6678138,17.723373
5.4906249,5.5509071,18.912365
5.495625,6.1898413,18.028509
5.5006251,6.6075382,15.239834
5.5056248,6.6293197,10.904754
5.5106249,6.0717797,5.6415052
5.515625,4.9190445,0.067239344
5.5206251,3.7584953,-5.354331
5.5256252,2.870661,-10.105338
5.5306249,1.9335158,-13.500813
5.535625,0.73967487,-15.055287
5.5406251,-0.37445709,-14.655354
5.5456252,-1.1764755,-12.311305
5.5506248,-2.1560922,-8.0579519
5.555625,-2.8858826,-2.4457633
5.5606251,-2.8919208,3.8596833
5.5656252,-1.859436,10.175467
5.5706248,-0.66124529,15.850036
5.5756249,0.28221425,20.247284
5.5806251,4.7624979,23.25395
5.5856252,8.4217529,23.195978
5.5906248,9.9730425,20.619753
5.5956249,12.180161,16.63401
5.600625,16.918972,11.77323
5.6056252,20.736891,6.3780994
5.6106248,20.005095,1.2722974
5.6156249,14.792324,-2.8188839
5.620625,6.9874744,-5.9761062
5.6256251,-1.4779775,-8.2663269
5.6306248,-8.748354,-9.6742811
5.6356249,-13.695764,-10.197211
5.640625,-16.637268,-10.028563
5.6456251,-17.886602,-8.7924786
5.6506252,-17.276051,-6.4274611
5.6556249,-12.631614,-3.625469
5.660625,-7.4432955,-0.82363307
5.6656251,-5.6551557,1.6203506
5.6706252,-6.2801714,4.4916177
5.6756248,-7.1327028,6.6394725
5.680625,-2.9055281,6.7002687
5.6856251,0.2376802,4.9581385
5.6906252,-3.9123781,2.306227
5.6956248,-8.1799021,-1.136276
5.7006249,-6.5281219,-5.7378221
5.7056251,-2.3912907,-10.642225
5.7106252,0.72827119,-14.94077
5.7156248,2.8659694,-18.180817
5.7206249,5.3997545,-20.149897
5.725625,6.8818641,-20.044514
5.7306252,4.8466287,-17.602356
5.7356248,1.7520961,-13.09011
5.7406249,1.6840615,-7.7546883
5.745625,-0.39005843,-1.5464144
5.7506251,-2.768163,4.8934002
5.7556248,-3.2994773,10.939244
5.7606249,-3.9703639,16.446726
5.765625,-2.7760427,20.506718
5.7706251,-0.075845152,22.984144
5.7756252,2.7564228,23.872669
5.7806249,6.0824423,23.566946
5.785625,8.9372168,21.373337
5.7906251,9.6491318,17.280165
5.7956252,9.2838249,12.076698
5.8006248,8.7682219,6.4579196
5.805625,8.2488909,0.88132668
5.8106251,6.0772901,-3.6143363
5.8156252,4.1806607,-6.6198382
5.8206248,2.4874573,-8.6216164
5.8256249,0.30181861,-10.206472
5.8306251,-3.2175124,-11.570501
5.8356252,-5.4657631,-11.98226
5.8406248,-7.4173875,-11.782757
5.8456249,-6.7626228,-10.533298
5.850625,-3.8663008,-8.7758369
5.8556252,-1.1505623,-6.8122029
5.8606248,0.29771104,-4.7532597
5.8656249,1.4862981,-2.7379003
5.870625,2.6614621,-1.113639
5.8756251,3.9645128,-0.12271705
5.8806248,5.6492009,0.059274752
5.8856249,4.9582458,-0.70073766
5.890625,3.2725234,-1.8937742
5.8956251,-0.32839128,-3.3339465
5.9006252,-0.48029688,-4.4804902
5.9056249,-0.077545881,-5.702724
5.910625,-1.086344,-7.0284629
5.9156251,-2.944854,-7.9177537
5.9206252,-4.2652955,-8.0109577
5.9256248,-4.9486208,-7.3283467
5.930625,-5.2796569,-5.8479834
5.9356251,-5.3446326,-3.9289782
5.9406252,-4.9156752,-1.7871437
5.9456248,-4.0520697,0.35344431
5.9506249,-6.836225,2.8643172
5.9556251,-7.6948709,4.6897159
5.9606252,-5.8872414,6.3976908
5.9656248,-3.6806741,8.0982599
5.9706249,-1.6353339,9.4511948
5.975625,-0.11485075,10.111999
5.9806252,1.960058,10.006835
5.9856248,6.0190949,9.2401428
5.9906249,8.9947014,8.4899874
5.995625,10.179973,7.2719688
6.0006251,8.5701666,5.9642787
6.0056248,4.3592739,4.2672515
6.0106249,0.31990311,2.1777842
6.015625,-0.53483719,0.076231368
6.0206251,-2.9683547,-2.3025818
6.0256252,-6.1558876,-4.6845021
6.0306249,-8.7079134,-6.5970631
6.035625,-11.16975,-8.4954405
6.0406251,-10.998743,-10.499087
6.0456252,-11.061421,-11.918606
6.0506248,-10.646314,-11.555309
6.055625,-9.1201859,-10.304138
6.0606251,-4.7274437,-9.4680586
6.0656252,0.87390012,-8.6192722
6.0706248,0.10008824,-6.5280247
6.0756249,-2.0459213,-3.68045
6.0806251,-0.14288144,-0.89562017
6.0856252,5.4189649,2.0445437
6.0906248,8.8021135,5.854136
6.0956249,8.597785,10.297504
6.100625,9.9250689,14.191669
6.1056252,8.758009,17.729771
6.1106248,5.6690278,20.603621
6.1156249,2.4996109,22.444576
6.120625,4.9986777,22.547298
6.1256251,8.3747311,20.069477
6.1306248,8.6030903,15.988988
6.1356249,9.3986635,11.424003
6.140625,14.393348,6.586699
6.1456251,17.06673,1.7099032
6.1506252,13.886144,-2.7096808
6.1556249,7.3397422,-7.0370817
6.160625,0.66349703,-11.753204
6.1656251,-5.7654033,-16.955397
6.1706252,-11.695045,-22.163349
6.1756248,-14.563986,-26.332333
6.180625,-13.387295,-28.790922
6.1856251,-9.8326559,-29.076738
6.1906252,-4.5515933,-26.677847
6.1956248,0.12158855,-21.918539
6.2006249,4.3564348,-15.174539
6.2056251,6.5048413,-6.5597873
6.2106252,9.2348433,2.8484468
6.2156248,6.59586,12.338655
6.2206249,2.0913343,20.505907
6.225625,-0.92466253,26.762285
6.2306252,-3.2351909,30.855959
6.2356248,-5.2316418,32.413506
6.2406249,-5.5238967,31.110382
6.245625,-5.5052166,26.862766
6.2506251,-4.1661081,20.702797
6.2556248,-1.8703258,13.22071
6.2606249,-0.59156054,4.5369225
6.265625,-0.10995688,-4.8788748
6.2706251,1.7808645,-13.838119
6.2756252,5.4101233,-21.387423
6.2806249,3.9718268,-26.277666
6.285625,1.8967083,-29.001675
6.2906251,1.6189224,-29.398762
6.2956252,1.2947555,-26.969763
6.3006248,-0.77425838,-21.741791
6.305625,-0.55127764,-14.908008
6.3106251,-0.071810342,-6.5767756
6.3156252,-0.35157388,2.4010665
6.3206248,-0.741355,11.099362
6.3256249,-0.68291867,18.620718
6.3306251,-0.37224555,24.234993
6.3356252,-1.8706492,27.775019
6.3406248,-5.3173037,28.51812
6.3456249,-6.0538402,26.483099
6.350625,-6.2746582,22.129711
6.3556252,-10.13106,16.149252
6.3606248,-15.778917,8.0160656
6.3656249,-17.127117,-1.5889466
6.370625,-14.735723,-11.122044
6.3756251,-14.352335,-19.201422
6.3806248,-14.462759,-25.512575
6.3856249,-11.489366,-29.830341
6.390625,-6.4173546,-31.259676
6.3956251,-1.7602135,-29.195381
6.4006252,2.344831,-23.989721
6.4056249,5.8420005,-16.515955
6.410625,7.657928,-7.8101144
6.4156251,8.5000219,1.2759029
6.4206252,9.70576,9.9788551
6.4256248,7.622117,17.804604
6.430625,5.214891,23.31078
6.4356251,3.7152619,26.393465
6.4406252,2.0075717,27.348433
6.4456248,2.7339315,25.17721
6.4506249,4.9122591,19.86957
6.4556251,6.4227486,12.890743
6.4606252,9.3381052,5.804565
6.4656248,13.09475,-1.1124989
6.4706249,13.207928,-7.2241182
6.475625,8.3808689,-11.716209
6.4806252,1.5159742,-14.358262
6.4856248,-4.8507838,-15.606406
6.4906249,-9.9029074,-15.748315
6.495625,-12.317449,-14.790712
6.5006251,-11.61354,-12.495406
6.5056248,-7.9783969,-8.9938059
6.5106249,-2.0796647,-4.9587417
6.515625,3.8140879,-1.0958828
6.5206251,10.265255,2.0213184
6.5256252,12.454105,4.957109
6.5306249,14.565127,7.1504722
6.535625,15.928298,7.0811977
6.5406251,14.431627,5.1834688
6.5456252,12.072914,2.7008891
6.5506248,9.9429941,0.03436083
6.555625,7.8155856,-2.8713512
6.5606251,4.2516098,-5.6945076
6.5656252,-0.059432514,-7.3339195
6.5706248,-3.0157154,-7.9607887
6.5756249,-6.6760502,-7.6907406
6.5806251,-10.855649,-6.3029413
6.5856252,-12.708924,-3.5076714
6.5906248,-11.408308,0.37798449
6.5956249,-8.6926222,4.6145043
6.600625,-5.6431837,8.7914495
6.6056252,-4.257822,12.545675
6.6106248,-1.5169188,16.112787
6.6156249,1.8972808,18.435608
6.620625,3.6219535,18.965694
6.6256251,3.6683047,17.759176
6.6306248,4.2122769,15.239255
6.6356249,3.9881611,11.198956
6.640625,1.9259001,5.8127584
6.6456251,-0.59553087,-0.48839286
6.6506252,-2.8003659,-6.8219008
6.6556249,-3.764425,-12.556579
6.660625,-3.9415915,-17.150026
6.6656251,-3.9490092,-20.077402
6.6706252,-5.1520019,-21.088974
6.6756248,-5.450345,-19.845497
6.680625,-3.6375079,-16.642294
6.6856251,-0.50706887,-11.939273
6.6906252,1.7830461,-6.7086024
6.6956248,1.1947358,-0.90794349
6.7006249,3.0373571,5.1847868
6.7056251,4.7662435,10.441488
6.7106252,5.7613792,14.149673
6.7156248,6.7297039,16.202778
6.7206249,8.8481588,16.285933
6.725625,7.2320151,14.299483
6.7306252,4.6556683,10.685948
6.7356248,2.9812095,6.0259719
6.7406249,2.3729012,0.6948809
6.745625,0.18056135,-5.2570972
6.7506251,-1.9194494,-10.463743
6.7556248,-2.2784076,-14.609808
6.7606249,-2.7003992,-17.515068
6.765625,-1.8388741,-18.771276
6.7706251,-2.4942322,-18.686945
6.7756252,-3.8178928,-17.023846
6.7806249,-4.5494375,-13.816034
6.785625,-8.1168547,-8.7799444
6.7906251,-11.941785,-3.03333
6.7956252,-12.505344,2.3717232
6.8006248,-14.369827,7.2527623
6.805625,-19.176296,11.318451
6.8106251,-22.597149,13.798131
6.8156252,-18.601053,15.142991
6.8206248,-11.745732,15.193744
6.8256249,-4.7237315,13.851438
6.8306251,3.6925511,11.516773
6.8356252,11.659435,8.8030729
6.8406248,18.653666,5.7957025
6.8456249,21.449963,3.1230242
6.850625,18.765694,1.0629011
6.8556252,15.29953,-0.45097077
6.8606248,9.9396667,-1.2060122
6.8656249,4.0896382,-1.4042759
6.870625,1.2537578,-0.69871175
6.8756251,-1.6863159,-0.083764479
6.8806248,-3.0448101,0.19332629
6.8856249,-3.9147859,0.79568338
6.890625,-4.0219049,1.6024338
6.8956251,-3.7063472,1.8287258
6.9006252,-3.2940831,1.5506749
6.9056249,-3.5081272,1.1599059
6.910625,-3.5800338,0.86886346
6.9156251,-3.3407202,0.25071687
6.9206252,-3.7557971,-1.1363598
6.9256248,-0.40328988,-2.9249854
6.930625,2.0067046,-4.5580149
6.9356251,2.9413505,-6.2573457
6.9406252,3.5453787,-8.0255136
6.9456248,4.6270895,-9.4186144
6.9506249,6.3091655,-9.9536715
6.9556251,7.8507557,-9.7358742
6.9606252,5.7569346,-9.08988
6.9656248,2.93977,-7.684536
6.9706249,0.073629759,-5.3926873
6.975625,0.42301998,-1.9435314
6.9806252,2.789984,1.6524736
6.9856248,2.5989916,4.5362868
6.9906249,2.1859615,6.810194
6.995625,3.9383779,8.729743
7.0006251,6.6089129,10.137845
7.0056248,7.429059,10.889224
7.0106249,6.1104684,11.236373
7.015625,3.3777926,11.484546
7.0206251,-0.90503043,11.398127
7.0256252,-5.4480305,10.506487
7.0306249,-8.7145081,8.5501318
7.035625,-9.6670971,5.8396077
7.0406251,-7.6415854,2.8265533
7.0456252,-4.5156651,-0.18553539
