X a:y(Vehicle body) - Acceleration of point (0 0 0) of body Vehicle body relative to Base0  SC Base0  projection Y, a:z(Vehicle body) - Acceleration of point (0 0 0) of body Vehicle body relative to Base0  SC Base0  projection Z,
2.900125,2.1704589E-0007,0.0034182349
2.9051249,2.1571111E-0007,0.0031865409
2.9103751,2.16904E-0007,0.0029405062
2.9151249,2.2185978E-0007,0.0027173259
2.920125,2.4032519E-0007,0.0024802841
2.925375,2.7636125E-0007,0.0022294393
2.930125,3.1833835E-0007,0.0020025785
2.9351251,3.6791127E-0007,0.0017631281
2.9403751,4.1391215E-0007,0.0015127287
2.9451251,4.4403521E-0007,0.0012868631
2.950125,4.5695316E-0007,0.001047688
2.9551251,4.5216592E-0007,0.00080674572
2.960125,4.3480577E-0007,0.00056544133
2.9651251,4.0683113E-0007,0.00032619879
2.970125,3.6051409E-0007,9.0657399E-0005
2.9751251,2.9859123E-0007,-0.0001413314
2.980125,2.3716952E-0007,-0.00037084255
2.9851251,1.9618156E-0007,-0.00059815287
2.9901249,1.7785186E-0007,-0.00082200539
2.9951251,1.7572204E-0007,-0.0010415948
3.0001249,1.8534898E-0007,-0.0012569756
3.005125,2.1133904E-0007,-0.0014686229
3.0101249,2.6030281E-0007,-0.0016762738
3.015125,3.2409645E-0007,-0.0018810797
3.0201249,3.8174309E-0007,-0.0020817979
3.025125,4.1929928E-0007,-0.0022779887
3.0301249,4.377317E-0007,-0.0024709892
3.035125,4.404794E-0007,-0.0026604801
3.0401249,4.198736E-0007,-0.0028454992
3.045125,3.8996822E-0007,-0.0030265695
3.0501249,3.6269751E-0007,-0.0032032814
3.055125,3.4328875E-0007,-0.0033750141
3.0601251,3.2759291E-0007,-0.0035419564
3.065125,3.1830928E-0007,-0.0037030261
3.0701251,3.2938695E-0007,-0.0038588909
3.075125,3.6069906E-0007,-0.0040090764
3.0801251,4.0723026E-0007,-0.0041533494
3.085125,4.5881092E-0007,-0.0042915186
3.0901251,5.0099123E-0007,-0.0044234917
3.095125,5.3026599E-0007,-0.0045480779
3.1001251,5.3776012E-0007,-0.0046663093
3.105125,5.2600797E-0007,-0.0047780485
3.1101251,4.9706017E-0007,-0.0048822672
3.1151249,4.6603265E-0007,-0.0049823266
3.1201251,4.3727385E-0007,-0.0050728684
3.1251249,4.1393434E-0007,-0.0051579825
3.130125,3.8978911E-0007,-0.0052344012
3.1351249,3.6576E-0007,-0.0053035263
3.1403749,3.4466484E-0007,-0.0053690905
3.1451249,3.341132E-0007,-0.005424954
3.150125,3.3204296E-0007,-0.0054748398
3.1551249,3.4254927E-0007,-0.0055182003
3.1603751,3.6593778E-0007,-0.0055553289
3.1651249,3.9382675E-0007,-0.0055841357
3.170125,4.3378816E-0007,-0.005607048
3.1751249,4.8267759E-0007,-0.0056254198
3.180125,5.1789817E-0007,-0.0056380532
3.1851251,5.1681235E-0007,-0.0056432099
3.190125,4.8330992E-0007,-0.005641296
3.1951251,4.4036557E-0007,-0.0056328685
3.200125,4.0564029E-0007,-0.005617552
3.2051251,3.8911153E-0007,-0.0055960398
3.210125,3.9052617E-0007,-0.0055705048
3.2151251,3.9998653E-0007,-0.0055394419
3.220125,4.2014142E-0007,-0.0055036759
3.2251251,4.5045445E-0007,-0.0054592704
3.230125,4.814101E-0007,-0.0054080482
3.2351251,5.0614562E-0007,-0.0053481502
3.2401249,5.0027262E-0007,-0.0052820835
3.2451251,4.6781594E-0007,-0.0052092629
3.2501249,4.1929405E-0007,-0.0051314845
3.255125,3.7889629E-0007,-0.0050497428
3.2601249,3.7032785E-0007,-0.0049660616
3.265125,3.8826968E-0007,-0.0048782765
3.2701249,4.1769678E-0007,-0.0047877752
3.275125,4.4502204E-0007,-0.0046911463
3.2801249,4.6523067E-0007,-0.0045920024
3.285125,4.6419461E-0007,-0.0044866144
3.2901249,4.4997682E-0007,-0.0043778783
3.2953751,4.3912556E-0007,-0.0042568152
3.3001249,4.4121833E-0007,-0.0041455245
3.305125,4.5028284E-0007,-0.0040231021
3.3101251,4.6633474E-0007,-0.0038996099
3.3153751,4.7783556E-0007,-0.0037636813
3.3201251,4.8705851E-0007,-0.0036380745
3.325125,4.928969E-0007,-0.0035030462
3.3301251,4.9166476E-0007,-0.0033654792
3.335125,4.8495684E-0007,-0.0032228597
3.3401251,4.8256101E-0007,-0.0030766537
3.345125,4.7584643E-0007,-0.0029290642
3.3503749,4.6998895E-0007,-0.0027713655
3.355125,4.7071879E-0007,-0.0026281641
3.3601251,4.6170734E-0007,-0.0024760475
3.3651249,4.5795014E-0007,-0.0023228666
3.3701251,4.6794074E-0007,-0.002168837
3.3751249,4.6611063E-0007,-0.0020109415
3.380125,4.4829338E-0007,-0.001851598
3.385375,4.3321859E-0007,-0.0016843885
3.390125,4.2613442E-0007,-0.0015342826
3.3951249,4.1148124E-0007,-0.0013747782
3.400125,3.8873813E-0007,-0.0012152335
3.4051249,3.5880458E-0007,-0.0010550936
3.410125,3.1754038E-0007,-0.0008942727
3.4151249,2.780786E-0007,-0.00073304464
3.420125,2.4706262E-0007,-0.0005738184
3.425375,2.2817372E-0007,-0.00040953193
3.430125,2.3145398E-0007,-0.00026206885
3.4351251,2.6135888E-0007,-0.00010867769
3.440125,3.2052887E-0007,4.1878207E-0005
3.445375,4.0352731E-0007,0.00019604614
3.450125,4.8743135E-0007,0.00033389052
3.4551251,5.7442622E-0007,0.00047646419
3.460125,6.2679948E-0007,0.00061707018
3.4651251,6.3472362E-0007,0.00075828843
3.470125,5.9953379E-0007,0.00090067869
3.4751251,5.3131436E-0007,0.0010439274
3.480125,4.3857617E-0007,0.001185454
3.4851251,3.3699143E-0007,0.0013246197
3.4901249,2.4680548E-0007,0.0014618662
3.4951251,2.0613628E-0007,0.0015977044
3.5001249,2.1855014E-0007,0.0017296524
3.505125,2.7149702E-0007,0.0018549871
3.5101249,3.4180141E-0007,0.0019747526
3.515125,4.2346596E-0007,0.0020916509
3.5201249,5.0357664E-0007,0.0022042491
3.525125,5.6339002E-0007,0.0023107966
3.5301249,5.8174209E-0007,0.0024135679
3.5353751,5.8017957E-0007,0.0025163414
3.5401249,5.6940104E-0007,0.0026090702
3.5453751,5.4927614E-0007,0.0027064602
3.5501249,5.250663E-0007,0.0027920608
3.555125,4.968793E-0007,0.0028786452
3.5601251,4.7517673E-0007,0.0029620128
3.565125,4.55231E-0007,0.0030416781
3.5701251,4.176074E-0007,0.0031170023
3.575125,3.7246394E-0007,0.0031890576
3.580375,3.4054503E-0007,0.0032592665
3.585125,3.2364539E-0007,0.003322389
3.5901251,3.0406028E-0007,0.0033858404
3.595125,2.9773312E-0007,0.0034434909
3.6001251,3.0163963E-0007,0.0034933032
3.605125,3.249082E-0007,0.0035345247
3.6101251,3.6427693E-0007,0.0035694423
3.6151249,4.0648459E-0007,0.0036016768
3.6201251,4.2807744E-0007,0.003632687
3.6251249,4.353829E-0007,0.0036609853
3.630125,4.5644262E-0007,0.0036845673
3.6351249,4.8233801E-0007,0.0037029488
3.640125,4.9778509E-0007,0.0037172569
3.6451249,5.0122924E-0007,0.003726386
3.650125,4.9895738E-0007,0.0037289639
3.6551249,4.8481957E-0007,0.0037269618
3.660125,4.7885919E-0007,0.0037211922
3.6651249,4.856646E-0007,0.0037111554
3.670125,5.0332193E-0007,0.0036971234
3.6751249,5.1745548E-0007,0.0036795661
3.6803751,5.0608168E-0007,0.0036587687
3.6851251,4.8687752E-0007,0.0036392345
3.690125,4.6868294E-0007,0.0036127043
3.6951251,4.6339548E-0007,0.0035811528
3.700125,4.7149641E-0007,0.0035473721
3.7051251,4.944938E-0007,0.0035102689
3.710125,5.3802614E-0007,0.0034703535
3.7151251,5.9675949E-0007,0.0034248424
3.720125,6.5484335E-0007,0.0033767263
3.7251251,7.0178811E-0007,0.0033235836
3.730125,7.1911063E-0007,0.0032654938
3.7351251,7.1511693E-0007,0.0031990914
3.7401249,6.9464954E-0007,0.0031284797
3.7451251,6.5399814E-0007,0.0030561155
3.7501249,6.0542243E-0007,0.0029840225
3.755125,5.5552721E-0007,0.0029132622
3.7601249,5.0578063E-0007,0.0028413062
3.765125,4.5884943E-0007,0.0027666024
3.7701249,4.2482887E-0007,0.002690552
3.7753749,4.1780976E-0007,0.0026053044
3.7801249,4.4811915E-0007,0.0025245398
3.785125,5.003277E-0007,0.0024359936
3.7901249,5.5295158E-0007,0.0023486842
3.7953751,6.2348005E-0007,0.0022537727
3.8001249,6.7839363E-0007,0.002167284
3.805125,7.1017502E-0007,0.0020744558
3.8101251,7.2300639E-0007,0.0019781371
3.8153751,7.1687219E-0007,0.0018733762
3.8201251,6.9654783E-0007,0.001779096
3.825125,6.8021723E-0007,0.0016797208
3.8301251,6.7206622E-0007,0.001580282
3.835125,6.6960672E-0007,0.0014789659
3.8401251,6.6727125E-0007,0.0013745032
3.845125,6.5800731E-0007,0.0012684443
3.8501251,6.5445016E-0007,0.0011608514
3.855125,6.6166086E-0007,0.0010532603
3.8601251,6.7933644E-0007,0.00094604405
3.8651249,7.0126265E-0007,0.00083968294
3.8701251,7.0583928E-0007,0.0007357843
3.8751249,6.8086109E-0007,0.0006343897
3.880125,6.3669631E-0007,0.00053425995
3.8851249,5.9873457E-0007,0.00043328086
3.890125,5.6557235E-0007,0.00033142741
3.8951249,5.481748E-0007,0.00022849893
3.900125,5.6820579E-0007,0.00012385375
3.9051249,6.1849153E-0007,2.0128746E-0005
3.910125,6.7731111E-0007,-8.150845E-0005
3.9151249,7.2910336E-0007,-0.00018164377
3.920125,7.7386636E-0007,-0.0002820153
3.9251249,8.0323224E-0007,-0.00037993188
3.930125,8.0634379E-0007,-0.00047477026
3.9351251,7.8524084E-0007,-0.00056860445
3.940125,7.4245781E-0007,-0.00066000072
3.9451251,6.7873538E-0007,-0.00074733852
3.950125,5.9803216E-0007,-0.00083125458
3.9551251,5.1419175E-0007,-0.00091430097
3.960125,4.4847107E-0007,-0.00099968712
3.9651251,4.1824379E-0007,-0.0010872239
3.970125,4.3386612E-0007,-0.0011732879
3.9751251,4.7956178E-0007,-0.0012549924
3.980125,5.459861E-0007,-0.0013322113
3.9851251,6.1389102E-0007,-0.0014083274
3.990375,6.7264341E-0007,-0.0014879485
3.9951251,7.0470327E-0007,-0.0015607101
4.0001249,7.1263474E-0007,-0.0016350345
4.005125,6.977715E-0007,-0.0017041682
4.010375,6.7550172E-0007,-0.0017697884
4.0151248,6.4871597E-0007,-0.0018266919
4.0201249,6.1403671E-0007,-0.0018826575
4.025125,5.8125289E-0007,-0.0019367891
4.030375,5.5708347E-0007,-0.001992885
4.0351248,5.3536189E-0007,-0.002042748
4.0401249,5.188046E-0007,-0.0020934846
4.045125,5.1772309E-0007,-0.0021427278
4.0501251,5.2546653E-0007,-0.0021872583
4.0551252,5.5139191E-0007,-0.0022271122
4.0601249,5.9276181E-0007,-0.0022621122
4.065125,6.4984079E-0007,-0.0022945884
4.070375,6.9732977E-0007,-0.0023268573
4.0751252,7.0429093E-0007,-0.002354874
4.0801249,6.6333587E-0007,-0.002378159
4.085125,5.9342335E-0007,-0.0023948832
4.0903749,5.3124393E-0007,-0.0024043182
4.0951252,5.0985295E-0007,-0.0024138023
4.1001248,5.1084334E-0007,-0.002424917
4.105125,5.0972596E-0007,-0.0024376928
4.1103749,4.8345964E-0007,-0.002448712
4.1151252,4.5351732E-0007,-0.002456089
4.1201248,4.2715905E-0007,-0.0024585782
4.1251249,4.2192917E-0007,-0.0024581552
4.130125,4.3711384E-0007,-0.0024536708
4.1351252,4.702101E-0007,-0.0024460321
4.1401248,5.249276E-0007,-0.0024384586
4.1453748,5.945891E-0007,-0.0024281743
4.150125,6.4651022E-0007,-0.0024171409
4.1551251,6.8151269E-0007,-0.0024026795
4.1601248,6.994436E-0007,-0.0023848976
4.1651249,7.0175412E-0007,-0.0023608073
4.170125,6.9429433E-0007,-0.0023327698
4.1751251,6.7566162E-0007,-0.0023004976
4.1801252,6.397637E-0007,-0.0022645439
4.1851249,5.7307659E-0007,-0.0022273695
4.190125,4.7554033E-0007,-0.0021891384
4.1951251,3.7024162E-0007,-0.0021482185
4.2001252,2.7921089E-0007,-0.0021042528
4.2051249,2.1115571E-0007,-0.002057723
4.2103748,1.7958467E-0007,-0.0020073766
4.2151251,1.9482076E-0007,-0.0019646282
4.2201252,2.6303391E-0007,-0.0019216408
4.2251248,3.6981868E-0007,-0.0018800115
4.230125,5.0157468E-0007,-0.0018375898
4.2351251,6.1836647E-0007,-0.0017935181
4.2401252,7.0144398E-0007,-0.0017468379
4.2451248,7.4732014E-0007,-0.0016962804
4.2501249,7.509546E-0007,-0.0016425468
4.255125,7.2716693E-0007,-0.0015866313
4.2601252,6.9449283E-0007,-0.0015298272
4.2651248,6.5400087E-0007,-0.0014707277
4.2701249,6.1516732E-0007,-0.0014088659
4.2753749,5.6283449E-0007,-0.0013410385
4.2801251,5.0198577E-0007,-0.0012794546
4.2851248,4.1700855E-0007,-0.0012115233
4.2901249,3.2612704E-0007,-0.0011424931
4.295125,2.5070068E-0007,-0.0010714448
4.3001251,2.1154234E-0007,-0.00099923648
4.3051252,1.9733812E-0007,-0.00092674012
4.3101249,1.9320231E-0007,-0.00085520436
4.315125,1.9600969E-0007,-0.00078436825
4.3201251,2.0628207E-0007,-0.00071443623
4.3251252,2.3419837E-0007,-0.00064458291
4.3301249,2.7491649E-0007,-0.00057534542
4.335125,3.1794571E-0007,-0.00050739269
4.3403749,3.6287403E-0007,-0.00043684788
4.3451252,3.9757202E-0007,-0.00037396283
4.3501248,4.2454747E-0007,-0.00030810595
4.355125,4.4763229E-0007,-0.00024229581
4.3601251,4.6753917E-0007,-0.00017726113
4.3651252,4.9723849E-0007,-0.0001127381
4.3701248,5.476403E-0007,-4.9420396E-0005
4.3751249,6.2414239E-0007,1.2761207E-0005
4.380125,6.9536338E-0007,7.4345095E-0005
4.3851252,7.3636875E-0007,0.000136759
4.3901248,7.3724158E-0007,0.00019958011
4.3951249,7.0141311E-0007,0.00026321827
4.400125,6.5089159E-0007,0.00032644748
4.405375,6.225693E-0007,0.00039202452
4.4101248,6.3907629E-0007,0.00044980599
4.4151249,6.9055091E-0007,0.0005094143
4.420125,7.5322265E-0007,0.00056804833
4.4251251,8.120262E-0007,0.00062574027
4.4301252,8.5178954E-0007,0.00068236649
4.4351249,8.6770126E-0007,0.0007382129
4.440125,8.559299E-0007,0.00079299643
4.4451251,8.2535166E-0007,0.00084680476
4.4501252,7.9026552E-0007,0.0008984126
4.4551249,7.8536158E-0007,0.0009457586
4.460125,8.2321679E-0007,0.00098925014
4.4651251,8.9410668E-0007,0.0010290933
4.4701252,9.8775001E-0007,0.0010670071
4.4751248,1.0801697E-0006,0.0011046763
4.480125,1.1386295E-0006,0.0011443011
4.4851251,1.1453958E-0006,0.001182134
4.490375,1.0866986E-0006,0.0012186609
4.4951248,9.8229305E-0007,0.0012525445
4.5001249,8.5042484E-0007,0.0012878083
4.5053749,7.3195008E-0007,0.0013226935
4.5101252,6.698923E-0007,0.0013537791
4.5151248,6.5507891E-0007,0.0013862824
4.5203748,6.8895463E-0007,0.0014201499
4.525125,7.4217206E-0007,0.0014482023
4.5301251,7.8967003E-0007,0.0014751597
4.5351248,8.2043783E-0007,0.0015010767
4.5401249,8.3707698E-0007,0.001524796
4.545125,8.4229072E-0007,0.0015463126
4.5501251,8.3016738E-0007,0.0015656342
4.5551252,8.0267318E-0007,0.001581272
4.5601249,7.6254599E-0007,0.0015945851
4.565125,7.0608019E-0007,0.0016062845
4.5701251,6.4332676E-0007,0.0016162519
4.5751252,6.0032016E-0007,0.0016231841
4.5801249,5.8141927E-0007,0.0016267794
4.585125,5.7433618E-0007,0.0016287924
4.5901251,5.8400718E-0007,0.0016289297
4.5951252,6.0666281E-0007,0.0016265095
4.6001248,6.165231E-0007,0.0016234252
4.605125,6.2403677E-0007,0.001618834
4.6101251,6.4730148E-0007,0.0016103628
4.6151252,6.8344639E-0007,0.0015980446
4.6201248,7.1947318E-0007,0.0015840932
4.6251249,7.3625722E-0007,0.0015685753
4.630125,7.4614405E-0007,0.0015511174
4.6351252,7.5683369E-0007,0.0015330238
4.6401248,7.5873879E-0007,0.0015143716
4.6451249,7.367733E-0007,0.0014952469
4.650125,7.058344E-0007,0.0014751669
4.6551251,6.6642707E-0007,0.0014543069
4.6601248,6.1876119E-0007,0.0014336838
4.6651249,5.756857E-0007,0.0014122428
4.670125,5.4819049E-0007,0.0013883031
4.6751251,5.4172654E-0007,0.0013625277
4.6801252,5.3889801E-0007,0.001337311
4.6851249,5.4672165E-0007,0.0013108983
4.690125,5.7219319E-0007,0.0012816928
4.6951251,6.1627009E-0007,0.0012502173
4.7001252,6.6742854E-0007,0.0012163649
4.7051249,7.1584537E-0007,0.0011806152
4.710125,7.5027583E-0007,0.0011447539
4.7151251,7.6677833E-0007,0.00110845
4.7201252,7.7201133E-0007,0.0010705766
4.7251248,7.6600486E-0007,0.0010319913
4.730125,7.3462053E-0007,0.00099408813
4.7351251,6.7560785E-0007,0.00095652125
4.7401252,6.0481733E-0007,0.00091836601
4.7451248,5.4492256E-0007,0.00087820471
4.7501249,5.0993907E-0007,0.00083504425
4.755125,5.0694337E-0007,0.00079031353
4.7601252,5.4080277E-0007,0.00074432709
4.7651248,6.0769639E-0007,0.00069819653
4.7701249,6.6966533E-0007,0.00065442652
4.775125,7.0700304E-0007,0.00061174179
4.7801251,7.1107195E-0007,0.00056882569
4.7851248,6.9152134E-0007,0.00052489556
4.7901249,6.6378448E-0007,0.00047836159
4.795125,6.4639892E-0007,0.00043006818
4.8001251,6.440294E-0007,0.00038219697
4.8051252,6.4428707E-0007,0.0003352791
4.8101249,6.5504531E-0007,0.00028879449
4.815125,6.8409963E-0007,0.00024316277
4.8201251,7.2687766E-0007,0.00019804103
4.8251252,7.711605E-0007,0.00015338563
4.8301249,8.0586142E-0007,0.0001081835
4.835125,8.1505436E-0007,6.2532497E-0005
4.8401251,7.8985346E-0007,1.7611532E-0005
4.8451252,7.1967787E-0007,-2.5275585E-0005
4.8501248,6.0651303E-0007,-6.6271285E-0005
4.855125,4.92271E-0007,-0.00010667416
4.8601251,4.2440371E-0007,-0.00014754783
4.865375,4.070275E-0007,-0.00019217824
4.8701248,4.3811161E-0007,-0.00023171921
4.8751249,4.9501176E-0007,-0.00027247128
4.880125,5.5879968E-0007,-0.00031137496
4.8851252,6.2248472E-0007,-0.00035086845
4.8901248,6.7008898E-0007,-0.00039075452
4.8953748,6.9261637E-0007,-0.00043147622
4.900125,6.8380302E-0007,-0.00046804181
4.9051251,6.6416794E-0007,-0.00050438341
4.9103751,6.4846756E-0007,-0.00054068712
4.9151249,6.4085555E-0007,-0.00057271041
4.920125,6.4527256E-0007,-0.00060536852
4.9251251,6.6832894E-0007,-0.00063512503
4.9301252,7.1076943E-0007,-0.0006633274
4.9351249,7.5014867E-0007,-0.00069153449
4.940125,7.6686325E-0007,-0.00071853923
4.9451251,7.5351812E-0007,-0.00074341358
4.9501252,7.1894414E-0007,-0.00076828513
4.9551249,6.7500673E-0007,-0.00079173263
4.960125,6.3370999E-0007,-0.00081460451
4.9651251,5.8704586E-0007,-0.00083856483
4.9701252,5.4239536E-0007,-0.00086286222
4.9751248,5.2276022E-0007,-0.00088810391
4.980125,5.3579026E-0007,-0.00091363577
4.9851251,5.7471874E-0007,-0.00093704771
4.9901252,6.2080255E-0007,-0.00095735025
4.9951248,6.4961671E-0007,-0.00097419426
5.0003748,6.5312213E-0007,-0.00099060987
5.005125,6.3278884E-0007,-0.001003506
5.0101252,6.1243537E-0007,-0.0010146977
5.0153751,6.1942046E-0007,-0.0010246943
5.0201249,6.4169723E-0007,-0.0010310884
5.025125,6.6655082E-0007,-0.0010371465
5.030375,6.9413596E-0007,-0.0010415585
5.0351248,7.1979218E-0007,-0.0010436384
5.0401249,7.514036E-0007,-0.0010446968
5.0453749,7.7056916E-0007,-0.0010448049
5.0501251,7.6409913E-0007,-0.0010432095
5.0551252,7.3830222E-0007,-0.0010395016
5.0603752,7.0127629E-0007,-0.0010377652
5.065125,6.6429527E-0007,-0.0010395168
5.0701251,6.2093056E-0007,-0.0010416377
5.0753751,5.8207002E-0007,-0.001042115
5.0801249,5.5710746E-0007,-0.0010404298
5.085125,5.2591872E-0007,-0.0010333703
5.0903749,4.6492568E-0007,-0.0010198586
5.0951252,3.8723334E-0007,-0.0010061518
5.1001248,2.7930881E-0007,-0.00099038053
5.1053748,1.86029E-0007,-0.00097311893
5.1101251,1.622947E-0007,-0.00095849688
5.1151252,2.0239335E-0007,-0.00094190723
5.1203752,2.9085754E-0007,-0.00092446333
5.1251249,3.9508024E-0007,-0.00091159
5.130125,5.1282677E-0007,-0.00089949527
5.135375,6.2931326E-0007,-0.00088707736
5.1401248,7.1537562E-0007,-0.0008757597
5.1451249,7.8386756E-0007,-0.00086442608
5.150125,8.1554145E-0007,-0.00085428066
5.1551251,7.9856119E-0007,-0.00084398297
5.1601248,7.3016821E-0007,-0.00083005783
5.1653752,6.1494569E-0007,-0.00081128033
5.170125,4.9853315E-0007,-0.00079363171
5.1751251,3.8616105E-0007,-0.00077313883
5.1803751,3.1588795E-0007,-0.00074792694
5.1851249,3.0834258E-0007,-0.00072211382
5.190125,3.5906416E-0007,-0.0006942639
5.195375,4.6073038E-0007,-0.00066446984
5.2001252,5.692296E-0007,-0.0006369559
5.2051249,6.8400738E-0007,-0.00060674793
5.2103748,7.9624965E-0007,-0.00057746808
5.2151251,8.6204437E-0007,-0.00055214693
5.2201252,8.6991719E-0007,-0.00052295876
5.2251248,8.1248322E-0007,-0.00049170153
5.230125,7.0200861E-0007,-0.00045989413
5.2351251,5.6425552E-0007,-0.00042838705
5.2401252,4.2519764E-0007,-0.00039931486
5.2451248,3.2266357E-0007,-0.00037015937
5.2501249,2.7974315E-0007,-0.0003402936
5.255125,2.9709167E-0007,-0.00030991534
5.2601252,3.5701541E-0007,-0.00027781623
5.2651248,4.3207561E-0007,-0.00024395273
5.2703748,5.1267295E-0007,-0.00020854038
5.275125,5.8155115E-0007,-0.00017799233
5.2801251,6.4115073E-0007,-0.00014692989
5.2853751,6.7078247E-0007,-0.00011586537
5.2901249,6.6625859E-0007,-8.9457353E-0005
5.295125,6.3195097E-0007,-6.3769578E-0005
5.300375,5.6907965E-0007,-3.8486833E-0005
5.3051252,5.0529991E-0007,-1.6359432E-0005
5.3101249,4.4342625E-0007,6.6190228E-0006
5.3153749,3.9610134E-0007,3.1187476E-0005
5.3201251,3.7429729E-0007,5.3983236E-0005
5.3251252,3.6323686E-0007,7.8611032E-0005
5.3303752,3.5850181E-0007,0.00010532089
5.335125,3.6011491E-0007,0.00012803222
5.3401251,3.6093132E-0007,0.00015063738
5.3453751,3.5699699E-0007,0.00017288361
5.3501248,3.4788675E-0007,0.00019245797
5.355125,3.346446E-0007,0.00021355377
5.3603749,3.21925E-0007,0.0002365274
5.3651252,3.1157487E-0007,0.00025707862
5.3701248,3.0147413E-0007,0.00027746835
5.3753748,2.8936651E-0007,0.00029797724
5.380125,2.7757685E-0007,0.00031705559
5.3851252,2.7022398E-0007,0.00033833605
5.3903751,2.7321803E-0007,0.00036232919
5.3951249,2.8547652E-0007,0.00038522066
5.400125,3.0731522E-0007,0.00040983345
5.405375,3.3546951E-0007,0.00043514834
5.4101248,3.5803041E-0007,0.00045684652
5.4151249,3.7402191E-0007,0.00047835664
5.4203749,3.772563E-0007,0.00049982208
5.4251251,3.6719743E-0007,0.00051873911
5.4301252,3.4723064E-0007,0.00053792231
5.4353752,3.2132442E-0007,0.00055673782
5.440125,2.9804534E-0007,0.00057237543
5.4451251,2.7682754E-0007,0.00058694376
5.4503751,2.6046368E-0007,0.00060008647
5.4551249,2.5111436E-0007,0.00061069021
5.460125,2.4719577E-0007,0.00062047056
5.4653749,2.4994759E-0007,0.00062952697
5.4701252,2.5754349E-0007,0.00063722127
5.4751248,2.7077638E-0007,0.00064430997
5.4803748,2.8756438E-0007,0.00065055938
5.4851251,3.0127148E-0007,0.0006556327
5.4901252,3.1352903E-0007,0.00066003733
5.4953752,3.2146045E-0007,0.00066379941
5.5001249,3.2129708E-0007,0.00066698994
5.505125,3.1453217E-0007,0.00066977862
5.510375,3.0390376E-0007,0.00067215244
5.5151248,2.9364014E-0007,0.00067417987
5.5201249,2.8340392E-0007,0.00067573681
5.5253749,2.7380869E-0007,0.00067662593
5.5301251,2.6592733E-0007,0.00067701878
5.5351248,2.5913022E-0007,0.00067659398
5.5403752,2.5457268E-0007,0.0006751999
5.545125,2.5307082E-0007,0.00067348807
5.5501251,2.5775992E-0007,0.00067090424
5.5553751,2.7363632E-0007,0.00066732027
5.5601249,2.8682248E-0007,0.00066359073
5.565125,2.9117243E-0007,0.00065867417
